Rank,Rikishi,Heya,Shusshin,Birth Date,height_cm,weight_kg,wins,losses,ties
K1e,Hagurohana,Tatsunami,Hokkaido,28.03.1936,181,125,10,5,0
K1w,Haguroyama,Tatsunami,Hokkaido,23.02.1934,181,111,2,13,0
M1e,Yoshibanada,Miyagino,Hokkaido,29.04.1937,189,113,5,10,0
M1w,Kairyuyama,Isegahama,Akita,28.08.1939,179,116,5,10,0
M2e,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181,143,6,9,0
M2w,Daigo,Hanakago,Kagawa,24.09.1937,188,133,8,7,0
M3e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182,120,9,6,0
M3w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177,114,5,10,0
M4e,Amatsukaze,Tokitsukaze,Ishikawa,01.12.1937,179,124,6,9,0
M4w,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176,118,5,10,0
M5e,Ogiyama,Tokitsukaze,Miyagi,27.03.1938,177,103,4,11,0
M5w,Wakanoumi,Hanakago,Akita,02.02.1931,169,114,5,10,0
M6e,Wakachichibu,Hanakago,Saitama,16.03.1939,175,150,8,7,0
M6w,Hirokawa,Miyagino,Kanagawa,28.05.1937,177,141,5,10,0
M7e,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174,117,6,9,0
M7w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175,136,11,4,0
M8e,Kainoyama,Onogawa,Ibaraki,28.06.1940,172,120,12,3,0
M8w,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176,150,9,6,0
M9e,Udagawa,Miyagino,Tokyo,03.12.1939,179,110,7,8,0
M9w,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181,119,8,7,0
M10e,Maedagawa,Takasago,Iwate,09.02.1939,170,117,7,8,0
M10w,Tamaarashi,Kataonami,Hokkaido,01.08.1941,173,116,8,6,1
M11e,Ohikari,Dewanoumi,Hokkaido,24.09.1927,181,115,9,6,0
M11w,Wakamaeda,Takasago,Aichi,24.11.1930,174,129,7,8,0
M12e,Okanoyama,Tokitsukaze,Okayama,03.11.1935,185,112,6,9,0
M12w,Oiteyama,Oitekaze,Aomori,16.06.1938,181,131,6,9,0
M13e,Toyokuni,Tokitsukaze,Oita,30.11.1937,176,131,7,8,0
M13w,Kiminishiki,Tatsunami,Chiba,06.07.1937,177,125,8,7,0
M14e,Tochioyama,Kasugano,Aichi,01.03.1943,174,112,5,10,0
M14w,Wakanaruto,Kasugano,Hyogo,07.02.1939,182,115,5,10,0
M15e,Asanoumi,Takasago,Kagoshima,22.11.1936,172,94,3,12,0
M15w,Kiyosegawa,Isegahama,Akita,08.04.1935,183,92,8,7,0
M16e,Hoshikabuto,Izutsu,Chiba,20.02.1926,171,107,9,6,0
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187,124,15,0,0
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188,139,12,3,0
O1e,Tochinoumi,Kasugano,Aomori,13.03.1938,177,110,13,2,0
O1w,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189,137,8,7,0
O2eHD,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182,129,9,3,3
O2wHD,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173,119,9,6,0
O3eHD,Tochihikari,Kasugano,Kumamoto,29.08.1933,176,128,9,6,0
S1e,Daigo,Hanakago,Kagawa,24.09.1937,188,133,9,6,0
S1w,Hagurohana,Tatsunami,Hokkaido,28.03.1936,181,125,2,13,0
K1e,Kainoyama,Onogawa,Ibaraki,28.06.1940,172,120,4,11,0
K1w,Kotozakura,Sadogatake,Tottori,26.11.1940,182,150,3,4,8
M1e,Haguroyama,Tatsunami,Hokkaido,23.02.1934,181,111,6,9,0
M1w,Aonosato,Tokitsukaze,Aomori,13.11.1935,182,120,3,12,0
M2e,Maedagawa,Takasago,Iwate,09.02.1939,170,117,4,11,0
M2w,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174,117,5,10,0
M3e,Wakachichibu,Hanakago,Saitama,16.03.1939,175,150,7,8,0
M3w,Fujinishiki,Takasago,Yamanashi,18.03.1937,175,136,7,8,0
M4e,Tamaarashi,Kataonami,Hokkaido,01.08.1941,173,116,3,12,0
M4w,Myobudani,Miyagino,Hokkaido,29.04.1937,189,113,8,7,0
M5e,Toyokuni,Tokitsukaze,Oita,30.11.1937,176,131,6,9,0
M5w,Sawahikari,Tokitsukaze,Hokkaido,18.06.1941,173,105,5,10,0
M6e,Amatsukaze,Tokitsukaze,Ishikawa,01.12.1937,179,124,7,8,0
M6w,Oginohana,Dewanoumi,Saga,29.11.1935,174,124,7,8,0
M7e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178,103,7,8,0
M7w,Hirokawa,Miyagino,Kanagawa,28.05.1937,177,141,9,6,0
M8e,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176,150,7,8,0
M8w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177,114,7,8,0
M9e,Tsunenishiki,Dewanoumi,Fukushima,31.05.1931,174,108,9,6,0
M9w,Kairyuyama,Isegahama,Akita,28.08.1939,179,116,8,7,0
M10e,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,185,135,13,2,0
M10w,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176,118,6,9,0
M11e,Ogiyama,Tokitsukaze,Miyagi,27.03.1938,177,103,5,10,0
M11w,Udagawa,Miyagino,Tokyo,03.12.1939,179,110,8,7,0
M12e,Dewanishiki,Dewanoumi,Tokyo,15.07.1925,181,143,7,8,0
M12w,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181,119,8,7,0
M13e,Kiyokuni,Isegahama,Akita,20.11.1941,182,134,14,1,0
M13w,Tochioyama,Kasugano,Aichi,01.03.1943,174,112,2,13,0
M14e,Wakamiyama,Tatsunami,Toyama,16.04.1943,177,176,10,5,0
M14w,Wakanaruto,Kasugano,Hyogo,07.02.1939,182,115,8,7,0
M15e,Aranami,Tokitsukaze,Saga,16.11.1940,184,106,5,10,0
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187,124,11,4,0
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188,139,0,0,15
Y2eHD,Tochinoumi,Kasugano,Aomori,13.03.1938,177,110,8,7,0
O1e,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182,129,13,2,0
O1w,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189,137,9,6,0
O2eHD,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173,119,8,7,0
O2wHD,Tochihikari,Kasugano,Kumamoto,29.08.1933,176,128,11,4,0
S1e,Myobudani,Miyagino,Hokkaido,29.04.1937,189,113,9,6,0
S1w,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,185,135,8,7,0
K1e,Tamanoshima,Kataonami,Aichi,05.02.1944,177,134,5,10,0
K1w,Aonosato,Tokitsukaze,Aomori,13.11.1935,182,120,3,12,0
M1e,Asasegawa,Isegahama,Osaka,04.05.1942,177,139,4,11,0
M1w,Kiyokuni,Isegahama,Akita,20.11.1941,182,134,10,5,0
M2e,Wakamiyama,Tatsunami,Toyama,16.04.1943,177,176,2,7,6
M2w,Daigo,Hanakago,Kagawa,24.09.1937,188,133,8,7,0
M3e,Wakachichibu,Hanakago,Saitama,16.03.1939,175,150,5,10,0
M3w,Kairyuyama,Isegahama,Akita,28.08.1939,179,116,6,9,0
M4e,Fusanishiki,Wakamatsu,Chiba,03.01.1936,176,118,3,12,0
M4w,Kotozakura,Sadogatake,Tottori,26.11.1940,182,150,10,5,0
M5e,Haguroyama,Tatsunami,Hokkaido,23.02.1934,181,111,1,10,4
M5w,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172,120,8,7,0
M6e,Fujinishiki,Takasago,Yamanashi,18.03.1937,175,136,8,7,0
M6w,Maedagawa,Takasago,Iwate,09.02.1939,170,117,6,9,0
M7e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178,103,6,9,0
M7w,Aranami,Tokitsukaze,Saga,16.11.1940,184,106,8,7,0
M8e,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,181,119,9,6,0
M8w,Kiminishiki,Tatsunami,Chiba,06.07.1937,177,125,6,9,0
M9e,Hagurogawa,Tatsunami,Hokkaido,28.03.1936,181,125,8,7,0
M9w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177,114,9,6,0
M10e,Wakahaguro,Tatsunami,Kanagawa,25.11.1934,176,150,6,9,0
M10w,Iwakaze,Wakamatsu,Tokyo,22.01.1934,174,117,7,8,0
M11e,Wakatenryu,Hanakago,Kyoto,01.01.1940,175,106,7,8,0
M11w,Oginohana,Dewanoumi,Saga,29.11.1935,174,124,7,8,0
M12e,Toyokuni,Tokitsukaze,Oita,30.11.1937,176,131,8,7,0
M12w,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189,177,8,7,0
M13e,Oiteyama,Tatsunami,Aomori,16.06.1938,181,131,9,6,0
M13w,Wakasugiyama,Tokitsukaze,Fukuoka,24.01.1933,177,120,12,3,0
M14e,Hirokawa,Miyagino,Kanagawa,28.05.1937,177,141,7,8,0
M14w,Kitanokuni,Tatsunami,Hokkaido,15.01.1938,178,124,6,9,0
M15e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,184,127,8,7,0
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187,124,0,0,15
Y1w,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182,129,5,6,4
Y2eHD,Tochinoumi,Kasugano,Aomori,13.03.1938,177,110,0,0,15
Y2wHD,Kashiwado,Isenoumi,Yamagata,29.11.1938,188,139,14,1,0
O1e,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189,137,10,5,0
O1w,Kitabayama,Tokitsukaze,Hokkaido,17.05.1935,173,119,8,7,0
O2eHD,Tochihikari,Kasugano,Kumamoto,29.08.1933,176,128,5,10,0
S1e,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,185,135,10,5,0
S1w,Wakamiyama,Tatsunami,Toyama,16.04.1943,177,176,6,9,0
K1e,Kotozakura,Sadogatake,Tottori,26.11.1940,182,150,8,7,0
K1w,Myobudani,Miyagino,Hokkaido,29.04.1937,189,113,9,6,0
M1e,Daigo,Hanakago,Kagawa,24.09.1937,188,133,9,6,0
M1w,Hasegawa,Sadogatake,Hokkaido,20.07.1944,184,127,5,10,0
M2e,Kiyokuni,Isegahama,Akita,20.11.1941,182,134,7,8,0
M2w,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177,114,5,10,0
M3e,Fujinishiki,Takasago,Yamanashi,18.03.1937,175,136,8,7,0
M3w,Tochioyama,Kasugano,Aichi,01.03.1943,174,112,5,10,0
M4e,Toyokuni,Tokitsukaze,Oita,30.11.1937,176,131,8,7,0
M4w,Asasegawa,Isegahama,Osaka,04.05.1942,177,139,9,6,0
M5e,Kirinji,Nishonoseki,Saga,20.06.1942,182,140,6,9,0
M5w,Wakanoshima,Hanakago,Fukuoka,05.05.1941,174,138,7,8,0
M6e,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,178,129,6,9,0
M6w,Wakatenryu,Hanakago,Kyoto,01.01.1940,175,106,9,6,0
M7e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182,120,7,8,0
M7w,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,183,135,9,6,0
M8e,Kairyuyama,Isegahama,Akita,28.08.1939,179,116,7,8,0
M8w,Tamanoshima,Kataonami,Aichi,05.02.1944,177,134,13,2,0
M9e,Wakanaruto,Kasugano,Hyogo,07.02.1939,182,115,6,9,0
M9w,Daishin,Miyagino,Hokkaido,02.08.1937,178,115,5,10,0
M10e,Hirokawa,Miyagino,Kanagawa,28.05.1937,177,141,6,9,0
M10w,Aranami,Tokitsukaze,Saga,16.11.1940,184,106,6,9,0
M11e,Wakasugiyama,Tokitsukaze,Fukuoka,24.01.1933,177,120,2,13,0
M11w,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172,120,12,3,0
M12e,Daiyu,Izutsu,Kagoshima,27.05.1940,176,118,8,7,0
M12w,Amatsukaze,Tokitsukaze,Ishikawa,01.12.1937,179,124,2,13,0
M13e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178,103,10,5,0
M13w,Wakachichibu,Hanakago,Saitama,16.03.1939,175,150,9,6,0
M14e,Hanahikari,Hanakago,Iwate,21.06.1940,178,132,9,6,0
M14w,Tamaarashi,Kataonami,Hokkaido,01.08.1941,173,116,6,9,0
M15e,Oginohana,Dewanoumi,Saga,29.11.1935,174,124,8,7,0
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187,144,15,0,0
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,187.9,143,12,3,0
Y2eHD,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,182,124,14,1,0
O1e,Kitanofuji,Dewanoumi,Hokkaido,28.03.1942,181.4,125,10,5,0
O1w,Tamanoshima,Kataonami,Aichi,05.02.1944,177,114,9,6,0
O2eHD,Yutakayama,Tokitsukaze,Niigata,18.08.1937,189,129,9,6,0
S1e,Kotozakura,Sadogatake,Tottori,26.11.1940,181.4,130,8,7,0
S1w,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175,121,3,12,0
K1e,Kiyokuni,Isegahama,Akita,20.11.1941,182.5,121,3,12,0
K1w,Kirinji,Nishonoseki,Saga,20.06.1942,180.5,108,9,6,0
K2wHD,Fujinishiki,Takasago,Yamanashi,18.03.1937,175,130,6,9,0
M1e,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180,115,8,7,0
M1w,Maenoyama,Takasago,Osaka,09.03.1945,185,118,4,11,0
M2e,Tsurugamine,Izutsu,Kagoshima,26.04.1929,177,113,5,10,0
M2w,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172,109,4,11,0
M3e,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189,165,7,8,0
M3w,Wakamiyama,Tatsunami,Toyama,16.04.1943,177,167,3,12,0
M4e,Toyokuni,Tokitsukaze,Oita,30.11.1937,176.5,126,9,6,0
M4w,Myobudani,Miyagino,Hokkaido,29.04.1937,189,109,11,4,0
M5e,Ogiyama,Tokitsukaze,Miyagi,27.03.1938,177,100,2,13,0
M5w,Kairyuyama,Isegahama,Akita,28.08.1939,179,111,7,8,0
M6e,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178,94,8,7,0
M6w,Misogidori,Dewanoumi,Hokkaido,10.12.1943,181,109,7,8,0
M7e,Daigo,Hanakago,Kagawa,24.09.1937,188,130,6,9,0
M7w,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182,118,10,5,0
M8e,Daimonji,Nishonoseki,Kyoto,21.02.1940,182,98,6,9,0
M8w,Daiyu,Izutsu,Kagoshima,27.05.1940,179.5,106,10,5,0
M9e,Hirokawa,Miyagino,Kanagawa,28.05.1937,177,139,7,8,0
M9w,Wakanoshima,Hanakago,Fukuoka,05.05.1941,174,131,7,8,0
M10e,Oiteyama,Tatsunami,Aomori,16.06.1938,181,130,3,12,0
M10w,Aonosato,Tokitsukaze,Aomori,13.11.1935,182,112,8,7,0
M11e,Asasegawa,Isegahama,Osaka,04.05.1942,174.5,129,11,4,0
M11w,Hanahikari,Hanakago,Iwate,21.06.1940,178,126,8,7,0
M12e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178.5,95,10,5,0
M12w,Toda,Tatsunami,Miyazaki,30.06.1946,177,127,6,9,0
M13e,Wakanaruto,Kasugano,Hyogo,07.02.1939,182,105,8,7,0
M13w,Futagodake,Futagoyama,Aomori,15.11.1943,178,106,8,7,0
M14e,Wakafutase,Asahiyama,Aichi,20.02.1942,176,130,5,10,0
M14w,Kanenohana,Dewanoumi,Kanagawa,11.10.1936,180.7,115,7,8,0
M15e,Wakatenryu,Hanakago,Kyoto,01.01.1940,175,106,8,7,0
Y1e,Sadanoyama,Dewanoumi,Nagasaki,18.02.1938,183,125,13,2,0
Y1w,Taiho,Nishonoseki,Hokkaido,29.05.1940,187,144,1,3,11
Y2eHD,Kashiwado,Isenoumi,Yamagata,29.11.1938,188,143,9,6,0
O1e,Tamanoshima,Kataonami,Aichi,05.02.1944,179.5,123,12,3,0
O1w,Yutakayama,Tokitsukaze,Niigata,18.08.1937,187.5,136,7,8,0
O2eHD,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,185,136,10,5,0
O2wHD,Kotozakura,Sadogatake,Tottori,26.11.1940,181.4,138,10,5,0
S1e,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172,115,6,9,0
S1w,Kiyokuni,Isegahama,Akita,20.11.1941,182,124,9,6,0
K1e,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182,120,5,10,0
K1w,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,183.5,118,6,9,0
M1e,Mutsuarashi,Miyagino,Aomori,12.01.1943,177,115,6,9,0
M1w,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189,160,0,9,6
M2e,Maenoyama,Takasago,Osaka,09.03.1945,187,126,9,6,0
M2w,Tochiazuma,Kasugano,Fukushima,03.09.1944,177,110,5,10,0
M3e,Hanahikari,Hanakago,Iwate,21.06.1940,178,126,5,10,0
M3w,Aonosato,Tokitsukaze,Aomori,13.11.1935,183,120,6,9,0
M4e,Kirinji,Nishonoseki,Saga,20.06.1942,180.5,125,10,5,0
M4w,Futagodake,Futagoyama,Aomori,15.11.1943,178,110,8,7,0
M5e,Hirokawa,Miyagino,Kanagawa,28.05.1937,178,140,5,10,0
M5w,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,177,123,8,7,0
M6e,Myobudani,Miyagino,Hokkaido,29.04.1937,189,113,7,8,0
M6w,Wakafutase,Asahiyama,Aichi,20.02.1942,176,139,9,6,0
M7e,Fujinishiki,Takasago,Yamanashi,18.03.1937,176,136,8,7,0
M7w,Misogidori,Kokonoe,Hokkaido,10.12.1943,182.5,117,6,9,0
M8e,Wakanokuni,Hanakago,Gifu,04.04.1936,181,125,4,11,0
M8w,Daiyu,Izutsu,Kagoshima,27.05.1940,179.5,111,8,7,0
M9e,Takamiyama,Takasago,U.S.A.,16.06.1944,191,143,9,6,0
M9w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178.5,97,8,7,0
M10e,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,178,119,9,6,0
M10w,Wakatenryu,Hanakago,Kyoto,01.01.1940,175,101,8,7,0
M11e,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178,98,11,4,0
M11w,Wakayoshiba,Miyagino,Hokkaido,26.10.1945,177,88,2,7,6
M12e,Wakamiyama,Tatsunami,Toyama,16.04.1943,177,165,2,13,0
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187,144,15,0,0
Y1w,Kashiwado,Isenoumi,Yamagata,29.11.1938,188,134,10,5,0
O1e,Tamanoshima,Kataonami,Aichi,05.02.1944,177,123,12,3,0
O1w,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181,135,11,4,0
O2eHD,Kotozakura,Sadogatake,Tottori,26.11.1940,181,136,5,10,0
S1e,Maenoyama,Takasago,Osaka,09.03.1945,185,128,5,10,0
S1w,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182,120,9,6,0
K1e,Kirinji,Nishonoseki,Saga,20.06.1942,180.5,124,8,7,0
K1w,Kiyokuni,Isegahama,Akita,20.11.1941,182,124,10,5,0
M1e,Mutsuarashi,Miyagino,Aomori,12.01.1943,177,113,5,10,0
M1w,Tochioyama,Kasugano,Aichi,01.03.1943,174,106,2,10,3
M2e,Futagodake,Futagoyama,Aomori,15.11.1943,178,107,5,10,0
M2w,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178,98,9,6,0
M3e,Ryuko,Hanakago,Tokyo,09.01.1941,186,117,4,11,0
M3w,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180,120,8,7,0
M4e,Wakafutase,Asahiyama,Aichi,20.02.1942,176,140,5,10,0
M4w,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172,114,8,7,0
M5e,Dairyugawa,Mihogaseki,Hyogo,21.01.1946,178,113,7,8,0
M5w,Myobudani,Miyagino,Hokkaido,29.04.1937,189,111,6,9,0
M6e,Tochiazuma,Kasugano,Fukushima,03.09.1944,174,110,9,6,0
M6w,Takamiyama,Takasago,U.S.A.,16.06.1944,191,147,6,9,0
M7e,Toda,Tatsunami,Miyazaki,30.06.1946,177,125,11,4,0
M7w,Daiyu,Izutsu,Kagoshima,27.05.1940,179,113,9,6,0
M8e,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189,171,9,6,0
M8w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178,93,5,10,0
M9e,Hanahikari,Hanakago,Iwate,21.06.1940,178,123,6,9,0
M9w,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175,123,10,5,0
M10e,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,178,120,8,7,0
M10w,Wakatenryu,Hanakago,Kyoto,01.01.1940,175,98,5,10,0
M11e,Kaigo,Futagoyama,Aomori,16.11.1941,182,108,8,7,0
M11w,Hanada,Futagoyama,Aomori,19.02.1950,181.5,95,7,8,0
M12e,Wakamiyama,Tatsunami,Toyama,16.04.1943,177,165,2,13,0
M12w,Tochifuji,Kasugano,Saitama,08.06.1946,185,139,11,4,0
M13e,Aonosato,Tokitsukaze,Aomori,13.11.1935,182,119,4,11,0
Y1e,Taiho,Nishonoseki,Hokkaido,29.05.1940,187,144,0,0,15
O1e,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181,135,13,2,0
O1w,Tamanoshima,Kataonami,Aichi,05.02.1944,177,123,13,2,0
O2eHD,Kotozakura,Sadogatake,Tottori,26.11.1940,181,136,9,6,0
O2wHD,Kiyokuni,Isegahama,Akita,20.11.1941,182,124,10,5,0
S1e,Kirinji,Nishonoseki,Saga,20.06.1942,180.5,124,8,7,0
S1w,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182,120,8,7,0
S2wHD,Maenoyama,Takasago,Osaka,09.03.1945,185,128,8,7,0
K1e,Tochiazuma,Kasugano,Fukushima,03.09.1944,174,110,10,5,0
K1w,Takamiyama,Takasago,U.S.A.,16.06.1944,191,147,8,7,0
M1e,Mutsuarashi,Miyagino,Aomori,12.01.1943,177,113,5,10,0
M1w,Ryuko,Hanakago,Tokyo,09.01.1941,186,117,9,6,0
M2e,Asanobori,Asahiyama,Hokkaido,03.06.1948,175,147,2,13,0
M2w,Daiyu,Izutsu,Kagoshima,27.05.1940,179,113,5,10,0
M3e,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180,120,5,10,0
M3w,Mienoumi,Dewanoumi,Mie,04.02.1948,179.3,92,4,11,0
M4e,Nishikinada,Izutsu,Kagoshima,03.01.1950,178,137,7,8,0
M4w,Asasegawa,Isegahama,Osaka,04.05.1942,174.5,133,6,9,0
M5e,Kurohimeyama,Tatsunami,Niigata,12.11.1948,181,125,9,6,0
M5w,Daimonji,Nishonoseki,Kyoto,21.02.1940,182,106,4,11,0
M6e,Tochioyama,Kasugano,Aichi,01.03.1943,174,106,7,8,0
M6w,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178,98,9,6,0
M7e,Hanahikari,Hanakago,Iwate,21.06.1940,178,123,2,13,0
M7w,Wakanami,Tatsunami,Ibaraki,01.03.1941,178,93,7,8,0
M8e,Toda,Tatsunami,Miyazaki,30.06.1946,177,125,6,9,0
M8w,Futagodake,Futagoyama,Aomori,15.11.1943,178,107,9,6,0
M9e,Wakafutase,Asahiyama,Aichi,20.02.1942,176,140,9,6,0
M9w,Takanohana,Futagoyama,Aomori,19.02.1950,181.5,95,10,5,0
M10e,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175,123,9,6,0
M10w,Dairyugawa,Mihogaseki,Hyogo,21.01.1946,178,113,8,7,0
M11e,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,178,120,8,7,0
M11w,Asahikuni,Tatsunami,Hokkaido,25.04.1947,173,95,8,7,0
M12e,Kainoyama,Dewanoumi,Ibaraki,28.06.1940,172,114,6,5,4
M12w,Daisetsu,Miyagino,Hokkaido,30.11.1944,177,106,9,6,0
Y1e,Tamanoumi,Kataonami,Aichi,05.02.1944,177,135,14,1,0
Y1w,Taiho,Nishonoseki,Hokkaido,29.05.1940,187,148,14,1,0
Y2eHD,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181,135,11,4,0
O1e,Kiyokuni,Isegahama,Akita,20.11.1941,182,132,8,7,0
O1w,Daikirin,Nishonoseki,Saga,20.06.1942,180,133,11,4,0
O2eHD,Kotozakura,Sadogatake,Tottori,26.11.1940,181,143,9,6,0
O2wHD,Maenoyama,Takasago,Osaka,09.03.1945,185,130,9,6,0
S1e,Fukunohana,Dewanoumi,Kumamoto,01.07.1940,180,130,0,9,6
S1w,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182,125,3,12,0
K1e,Takanohana,Futagoyama,Aomori,19.02.1950,183,100,2,4,9
K1w,Takamiyama,Takasago,U.S.A.,16.06.1944,191,160,4,11,0
M1e,Ryuko,Hanakago,Tokyo,09.01.1941,186,126,7,8,0
M1w,Kurohimeyama,Tatsunami,Niigata,12.11.1948,181,140,4,11,0
M2e,Tochioyama,Kasugano,Aichi,01.03.1943,174,110,2,13,0
M2w,Fujinokawa,Isenoumi,Hokkaido,26.09.1946,178,108,8,7,0
M3e,Tochiazuma,Kasugano,Fukushima,03.09.1944,174,115,2,13,0
M3w,Mienoumi,Dewanoumi,Mie,04.02.1948,181,120,6,9,0
M4e,Mutsuarashi,Miyagino,Aomori,12.01.1943,177,113,12,3,0
M4w,Tokibayama,Tokitsukaze,Ishikawa,05.05.1944,177,124,6,9,0
M5e,Wakanami,Tatsunami,Ibaraki,01.03.1941,178,101,10,5,0
M5w,Daiju,Takashima,Hokkaido,19.03.1950,177,143,11,4,0
M6e,Kongo,Nishonoseki,Hokkaido,18.11.1948,184,104,6,9,0
M6w,Futagodake,Futagoyama,Aomori,15.11.1943,178,108,9,6,0
M7e,Tochiisami,Kasugano,Aomori,02.10.1947,176,115,0,2,13
M7w,Daiyu,Izutsu,Kagoshima,27.05.1940,179,114,7,8,0
M8e,Kotetsuyama,Asahiyama,Hokkaido,09.07.1942,175,124,7,8,0
M8w,Yoshinohana,Dewanoumi,Tokyo,04.09.1943,189,167,7,8,0
M9e,Nishikinada,Izutsu,Kagoshima,03.01.1950,178,150,2,8,5
M9w,Haguroiwa,Tatsunami,Miyazaki,30.06.1946,177,130,10,5,0
M10e,Ryuo,Asahiyama,Okinawa,25.02.1945,176.6,120,3,12,0
M10w,Wakafutase,Asahiyama,Aichi,20.02.1942,176,150,8,7,0
M11e,Tochifuji,Kasugano,Saitama,08.06.1946,186,141,8,7,0
M11w,Wajima,Hanakago,Ishikawa,11.01.1948,185,108,9,6,0
M12e,Daisetsu,Miyagino,Hokkaido,30.11.1944,182,110,10,5,0
Y1e,Kitanofuji,Kokonoe,Hokkaido,28.03.1942,181,133,7,7,1
O1e,Daikirin,Nishonoseki,Saga,20.06.1942,180,140,0,0,15
O1w,Kiyokuni,Isegahama,Akita,20.11.1941,182,133,9,6,0
O2eHD,Maenoyama,Takasago,Osaka,09.03.1945,185,130,3,2,10
O2wHD,Kotozakura,Sadogatake,Tottori,26.11.1940,181,147,10,5,0
S1e,Mienoumi,Dewanoumi,Mie,04.02.1948,181,130,8,7,0
S1w,Takanohana,Futagoyama,Aomori,19.02.1950,183,105,6,9,0
S2eHD,Hasegawa,Sadogatake,Hokkaido,20.07.1944,182,126,10,5,0
