age_group,place_overall,place_gender,place_division,name,team,bib_number,half_time,finish_net,finish_gun,gender,half_time_sec,finish_net_sec,finish_gun_sec,finish_net_minutes
18-39,239,213,190,"Morris, Matthew",TeamGreater  Boston Track Club,619,1H 15M 49S,2H 33M 0S,2H 33M 10S,M,4549,9180,9190,153
18-39,240,214,191,"Mcgrath, Dan",Team–,1678,1H 15M 46S,2H 33M 1S,2H 33M 15S,M,4546,9181,9195,153.01666666666668
18-39,241,215,192,"Rodriguez Barragan, Hector",Team–,666,1H 15M 41S,2H 33M 1S,2H 33M 10S,M,4541,9181,9190,153.01666666666668
18-39,242,216,193,"Jones, Dylan",Team–,394,1H 14M 34S,2H 33M 3S,2H 33M 8S,M,4474,9183,9188,153.05
18-39,243,217,194,"Todzo, Quinn",TeamWolfpack Running Club,952,1H 14M 43S,2H 33M 4S,2H 33M 8S,M,4483,9184,9188,153.06666666666666
18-39,245,219,195,"Greeneway, Jacob",Team–,552,1H 18M 2S,2H 33M 11S,2H 33M 21S,M,4682,9191,9201,153.18333333333334
18-39,246,220,196,"Hanson, Watson",Team–,636,1H 17M 20S,2H 33M 12S,2H 33M 20S,M,4640,9192,9200,153.2
18-39,247,221,197,"Barth, Justin",Team–,878,1H 15M 50S,2H 33M 12S,2H 33M 22S,M,4550,9192,9202,153.2
18-39,248,222,198,"Eccher, Nick",Team–,679,1H 16M 9S,2H 33M 14S,2H 33M 24S,M,4569,9194,9204,153.23333333333332
18-39,250,224,199,"Rose, Robert",TeamWest Valley Track Club,600,1H 15M 29S,2H 33M 18S,2H 33M 22S,M,4529,9198,9202,153.3
18-39,251,225,200,"Mitchell-Pitman, Rene",Team–,1352,1H 17M 15S,2H 33M 23S,2H 33M 54S,M,4635,9203,9234,153.38333333333333
18-39,252,226,201,"O'Leary, Sean",TeamPacers//Georgetown Running Club-New Balance,460,1H 15M 1S,2H 33M 24S,2H 33M 30S,M,4501,9204,9210,153.4
18-39,253,227,202,"Anderson, Leif",Team–,410,1H 14M 43S,2H 33M 25S,2H 33M 29S,M,4483,9205,9209,153.41666666666666
18-39,254,228,203,"Alexander, Jacob",Team–,642,NA,2H 33M 26S,2H 33M 35S,M,NA,9206,9215,153.43333333333334
18-39,255,229,204,"Julien, Valentino",Team–,414,1H 14M 45S,2H 33M 27S,2H 33M 38S,M,4485,9207,9218,153.45
18-39,256,230,205,"Garbier, James",Team–,1549,1H 14M 30S,2H 33M 29S,2H 33M 45S,M,4470,9209,9225,153.48333333333332
18-39,258,232,206,"Fawcett, Christopher",Team–,339,1H 13M 55S,2H 33M 31S,2H 33M 32S,M,4435,9211,9212,153.51666666666668
18-39,259,233,207,"Smith, Joe",TeamBoulder Track Club,877,1H 14M 35S,2H 33M 36S,2H 33M 40S,M,4475,9216,9220,153.6
18-39,260,234,208,"Mcdonnell, Brendan",TeamDWRunning,310,1H 16M 25S,2H 33M 37S,2H 33M 49S,M,4585,9217,9229,153.61666666666667
18-39,261,235,209,"Dimitri, Brandon",Team–,835,1H 16M 56S,2H 33M 37S,2H 33M 43S,M,4616,9217,9223,153.61666666666667
18-39,262,236,210,"Foucher, Marvin",Team–,948,1H 15M 48S,2H 33M 38S,2H 33M 50S,M,4548,9218,9230,153.63333333333333
18-39,263,237,211,"Tolton, George",Team–,1153,1H 16M 57S,2H 33M 39S,2H 34M 8S,M,4617,9219,9248,153.65
18-39,264,238,212,"Caroselli, Vinnie",Team–,400,1H 14M 14S,2H 33M 39S,2H 33M 42S,M,4454,9219,9222,153.65
18-39,265,239,213,"Buendia, Jorge",TeamTracksmith Boston Hares,1298,1H 15M 51S,2H 33M 40S,2H 33M 59S,M,4551,9220,9239,153.66666666666666
18-39,266,240,214,"Broadbent, Logan",Team–,445,1H 17M 21S,2H 33M 42S,2H 33M 42S,M,4641,9222,9222,153.7
18-39,267,241,215,"Perez, Juan",Team–,1007,1H 15M 52S,2H 33M 43S,2H 33M 59S,M,4552,9223,9239,153.71666666666667
18-39,268,242,216,"Nida, Esayas",Team–,332,1H 13M 42S,2H 33M 44S,2H 33M 44S,M,4422,9224,9224,153.73333333333332
18-39,269,243,217,"Mcneil, Sean",Team–,423,1H 16M 0S,2H 33M 46S,2H 33M 55S,M,4560,9226,9235,153.76666666666668
18-39,270,244,218,"Todd, Connor",Team–,960,1H 15M 59S,2H 33M 47S,2H 33M 58S,M,4559,9227,9238,153.78333333333333
18-39,272,245,219,"Hinrichsen, Erik",TeamGreater  Boston Track Club,333,1H 14M 25S,2H 33M 56S,2H 34M 0S,M,4465,9236,9240,153.93333333333334
18-39,274,246,220,"Gavrilov, Egor",Team–,7220,1H 16M 33S,2H 33M 57S,2H 37M 48S,M,4593,9237,9468,153.95
18-39,275,247,221,"Steele, Zach",Team–,624,1H 14M 53S,2H 33M 58S,2H 34M 0S,M,4493,9238,9240,153.96666666666667
18-39,277,249,222,"Peters, Daniel",TeamGreen Mountain Athletic Association,899,1H 17M 1S,2H 34M 0S,2H 34M 11S,M,4621,9240,9251,154
18-39,278,250,223,"Fambrough, Jason",Team–,373,1H 12M 23S,2H 34M 5S,2H 34M 9S,M,4343,9245,9249,154.08333333333334
18-39,279,251,224,"Sprieser, Steven",Team–,2261,1H 16M 41S,2H 34M 6S,2H 35M 12S,M,4601,9246,9312,154.1
18-39,281,253,225,"Hutchings, Daryn",Team–,462,1H 14M 9S,2H 34M 9S,2H 34M 12S,M,4449,9249,9252,154.15
18-39,282,254,226,"Burger, Garrett",TeamThe Dashing Whippets Running Team,451,1H 16M 25S,2H 34M 9S,2H 34M 16S,M,4585,9249,9256,154.15
18-39,284,256,227,"Reed, Trever",TeamPacers//Georgetown Running Club-New Balance,528,1H 16M 26S,2H 34M 10S,2H 34M 16S,M,4586,9250,9256,154.16666666666666
18-39,285,257,228,"Eik, David",TeamWest Valley Track Club,307,1H 14M 26S,2H 34M 12S,2H 34M 17S,M,4466,9252,9257,154.2
18-39,286,258,229,"Runningen, Max",Team–,777,1H 16M 2S,2H 34M 12S,2H 34M 41S,M,4562,9252,9281,154.2
18-39,287,259,230,"Abraham, Jonas",Team–,539,1H 13M 41S,2H 34M 13S,2H 34M 13S,M,4421,9253,9253,154.21666666666667
18-39,289,261,231,"Milden, Brett",Team–,2070,1H 17M 18S,2H 34M 15S,2H 34M 52S,M,4638,9255,9292,154.25
18-39,293,265,232,"Mish, Brad",TeamBoston Athletic Association,303,1H 10M 34S,2H 34M 18S,2H 34M 20S,M,4234,9258,9260,154.3
18-39,294,266,233,"Angelatos, Gerasimos",TeamProspect Park Track Club,535,1H 16M 13S,2H 34M 19S,2H 34M 24S,M,4573,9259,9264,154.31666666666666
18-39,295,267,234,"Crouzier, Nicolas",TeamMontgomery County Road Runners,421,1H 15M 11S,2H 34M 20S,2H 34M 29S,M,4511,9260,9269,154.33333333333334
18-39,296,268,235,"Chen, Xiao",TeamBEN Running Club,691,1H 16M 52S,2H 34M 21S,2H 34M 33S,M,4612,9261,9273,154.35
18-39,297,269,236,"Shaffer, Will",Team–,893,1H 16M 5S,2H 34M 21S,2H 34M 32S,M,4565,9261,9272,154.35
18-39,298,270,237,"Schloth, Jonathan",Team–,1597,1H 17M 14S,2H 34M 22S,2H 34M 49S,M,4634,9262,9289,154.36666666666667
18-39,299,271,238,"Beyer, Rory",Team–,861,1H 13M 43S,2H 34M 23S,2H 34M 32S,M,4423,9263,9272,154.38333333333333
18-39,300,272,239,"Radloff, Rex",TeamNotch Brewing Runners,4242,1H 15M 21S,2H 34M 23S,2H 34M 55S,M,4521,9263,9295,154.38333333333333
18-39,302,274,240,"Keller, Antony",TeamBoston Athletic Association,687,1H 14M 22S,2H 34M 24S,2H 34M 29S,M,4462,9264,9269,154.4
18-39,303,275,241,"Guemmer, Brett",Team–,871,1H 17M 44S,2H 34M 26S,2H 34M 37S,M,4664,9266,9277,154.43333333333334
18-39,304,276,242,"Mcdonnell, Alexander",Team–,1860,1H 16M 23S,2H 34M 27S,2H 35M 5S,M,4583,9267,9305,154.45
18-39,305,277,243,"Kadimi, Sricharan",Team–,711,1H 17M 27S,2H 34M 27S,2H 34M 31S,M,4647,9267,9271,154.45
18-39,306,278,244,"Matejka, Matthew",Team–,784,1H 17M 21S,2H 34M 29S,2H 34M 37S,M,4641,9269,9277,154.48333333333332
18-39,309,280,245,"Kotter, Jonathan",Team–,226,1H 11M 25S,2H 34M 34S,2H 34M 38S,M,4285,9274,9278,154.56666666666666
18-39,311,281,246,"Mitchell, Marty",Team–,1637,1H 15M 43S,2H 34M 37S,2H 34M 54S,M,4543,9277,9294,154.61666666666667
18-39,312,282,247,"O'keefe, Luke",Team–,911,1H 16M 10S,2H 34M 37S,2H 34M 45S,M,4570,9277,9285,154.61666666666667
18-39,314,283,248,"Schlindwein, Jacob",Team–,670,1H 16M 14S,2H 34M 42S,2H 34M 50S,M,4574,9282,9290,154.7
18-39,315,284,249,"Dummitt, Nathan",Team–,1662,1H 15M 50S,2H 34M 43S,2H 35M 2S,M,4550,9283,9302,154.71666666666667
18-39,318,287,250,"Spector, Jonah",Team–,2807,1H 16M 20S,2H 34M 45S,2H 35M 50S,M,4580,9285,9350,154.75
18-39,319,288,251,"Kramer, Alex",Team–,2598,1H 16M 58S,2H 34M 46S,2H 35M 15S,M,4618,9286,9315,154.76666666666668
18-39,320,289,252,"Batliner, Brian",Team–,503,1H 17M 43S,2H 34M 49S,2H 35M 2S,M,4663,9289,9302,154.81666666666666
18-39,321,290,253,"Gonzalez, Juan",Team–,830,1H 16M 10S,2H 34M 59S,2H 35M 9S,M,4570,9299,9309,154.98333333333332
18-39,322,291,254,"Alloway, Kevin",Team–,832,1H 16M 51S,2H 34M 59S,2H 35M 19S,M,4611,9299,9319,154.98333333333332
18-39,323,292,255,"Kastorff, Tyler",Team–,813,1H 15M 8S,2H 35M 0S,2H 35M 6S,M,4508,9300,9306,155
18-39,324,293,256,"Orr, Elijah",Team–,995,1H 14M 9S,2H 35M 1S,2H 35M 11S,M,4449,9301,9311,155.01666666666668
18-39,325,294,257,"Rouches, Mason",TeamNew Haven Road Runners,412,1H 12M 33S,2H 35M 2S,2H 35M 10S,M,4353,9302,9310,155.03333333333333
18-39,326,295,258,"Reischel, Christopher",Team–,669,1H 18M 6S,2H 35M 3S,2H 35M 13S,M,4686,9303,9313,155.05
18-39,327,296,259,"Dever, Shaun",TeamGreater  Boston Track Club,312,1H 15M 51S,2H 35M 4S,2H 35M 14S,M,4551,9304,9314,155.06666666666666
18-39,328,297,260,"Alves, Oséias",Team–,860,1H 15M 58S,2H 35M 8S,2H 35M 9S,M,4558,9308,9309,155.13333333333333
18-39,329,298,261,"Castonguay, Charles",Team–,428,1H 14M 47S,2H 35M 8S,2H 35M 16S,M,4487,9308,9316,155.13333333333333
18-39,330,299,262,"Lesser, Carlos",Team–,1525,1H 16M 0S,2H 35M 9S,2H 35M 25S,M,4560,9309,9325,155.15
18-39,331,300,263,"Judge, Jeremy",Team–,390,1H 14M 12S,2H 35M 10S,2H 35M 14S,M,4452,9310,9314,155.16666666666666
18-39,332,301,264,"Wyler, Brian",Team–,2004,1H 19M 35S,2H 35M 10S,2H 36M 24S,M,4775,9310,9384,155.16666666666666
18-39,333,302,265,"Schaefer, Samalya",Team–,1556,1H 13M 50S,2H 35M 11S,2H 35M 18S,M,4430,9311,9318,155.18333333333334
18-39,334,303,266,"Mortimer, Alex",Team–,29291,1H 16M 13S,2H 35M 13S,2H 37M 38S,M,4573,9313,9458,155.21666666666667
18-39,335,304,267,"Wojdyla, Ryan",Team–,355,1H 18M 38S,2H 35M 15S,2H 35M 33S,M,4718,9315,9333,155.25
18-39,336,305,268,"Peters, Michael",Team–,525,1H 17M 1S,2H 35M 16S,2H 35M 27S,M,4621,9316,9327,155.26666666666668
18-39,337,306,269,"Peters, William",Team–,581,1H 17M 2S,2H 35M 16S,2H 35M 26S,M,4622,9316,9326,155.26666666666668
18-39,338,307,270,"Sims, Zachary",Team–,2471,1H 17M 38S,2H 35M 16S,2H 36M 0S,M,4658,9316,9360,155.26666666666668
18-39,339,308,271,"White, Alex",Team–,1257,1H 17M 28S,2H 35M 19S,2H 35M 38S,M,4648,9319,9338,155.31666666666666
18-39,340,309,272,"Tringali, Christopher",Team–,1070,1H 17M 39S,2H 35M 20S,2H 35M 45S,M,4659,9320,9345,155.33333333333334
18-39,341,310,273,"Knoedler, Alexander",TeamU.S. Air Force,635,1H 18M 5S,2H 35M 20S,2H 35M 31S,M,4685,9320,9331,155.33333333333334
18-39,342,311,274,"Hanlon, Thomas",TeamOld Goat Track Club,2416,1H 17M 56S,2H 35M 20S,2H 36M 7S,M,4676,9320,9367,155.33333333333334
18-39,343,312,275,"Anguiano, Ishmael",Team–,248,1H 16M 27S,2H 35M 23S,2H 35M 28S,M,4587,9323,9328,155.38333333333333
18-39,344,313,276,"Rost, Jonathan",Team–,340,1H 16M 21S,2H 35M 25S,2H 35M 36S,M,4581,9325,9336,155.41666666666666
18-39,345,314,277,"Simard, Marc-Olivier",Team–,476,1H 15M 1S,2H 35M 25S,2H 35M 31S,M,4501,9325,9331,155.41666666666666
18-39,346,315,278,"Holcombe, Joffroi",Team–,2638,1H 16M 38S,2H 35M 25S,2H 36M 3S,M,4598,9325,9363,155.41666666666666
18-39,347,316,279,"Harding, Martin",Team–,919,1H 17M 1S,2H 35M 25S,2H 35M 38S,M,4621,9325,9338,155.41666666666666
18-39,349,317,280,"Creger, Luke",Team–,1130,1H 18M 36S,2H 35M 27S,2H 35M 49S,M,4716,9327,9349,155.45
18-39,350,318,281,"Fyfe, Matt",Team–,1385,1H 17M 4S,2H 35M 27S,2H 35M 49S,M,4624,9327,9349,155.45
18-39,351,319,282,"Williams, Brandon",Team–,415,1H 15M 49S,2H 35M 28S,2H 35M 31S,M,4549,9328,9331,155.46666666666667
18-39,352,320,283,"Mogen, John",Team–,492,1H 16M 13S,2H 35M 28S,2H 35M 47S,M,4573,9328,9347,155.46666666666667
18-39,353,321,284,"Thomas, Matt",Team–,30208,1H 16M 17S,2H 35M 29S,2H 35M 35S,M,4577,9329,9335,155.48333333333332
18-39,354,322,285,"Welch, Cory",Team–,1690,1H 17M 26S,2H 35M 29S,2H 35M 53S,M,4646,9329,9353,155.48333333333332
18-39,355,323,286,"Andersson, Tobias",Team–,2553,1H 15M 48S,2H 35M 29S,2H 35M 59S,M,4548,9329,9359,155.48333333333332
18-39,356,324,287,"Steinbrecher, Keith",Team–,1176,1H 16M 33S,2H 35M 30S,2H 36M 0S,M,4593,9330,9360,155.5
18-39,357,325,288,"Thomas, Harrison",Team–,2100,1H 11M 51S,2H 35M 30S,2H 35M 58S,M,4311,9330,9358,155.5
18-39,358,326,289,"Daniels, Grady",Team–,996,1H 17M 6S,2H 35M 31S,2H 35M 37S,M,4626,9331,9337,155.51666666666668
18-39,359,327,290,"Wittland, Andrew",Team–,459,1H 16M 19S,2H 35M 31S,2H 35M 41S,M,4579,9331,9341,155.51666666666668
18-39,360,328,291,"Palmer, Michael",Team–,645,1H 17M 14S,2H 35M 32S,2H 35M 45S,M,4634,9332,9345,155.53333333333333
18-39,361,329,292,"Langlais, Raymond",Team–,554,1H 13M 59S,2H 35M 33S,2H 35M 34S,M,4439,9333,9334,155.55
18-39,362,330,293,"Ledford, Ted",Team–,943,1H 17M 14S,2H 35M 33S,2H 35M 46S,M,4634,9333,9346,155.55
18-39,363,331,294,"Longo, John",Team–,797,1H 15M 40S,2H 35M 34S,2H 35M 44S,M,4540,9334,9344,155.56666666666666
18-39,364,332,295,"Bugnard, Paul-Alain",Team–,508,1H 17M 6S,2H 35M 34S,2H 35M 40S,M,4626,9334,9340,155.56666666666666
18-39,365,333,296,"Lynch, Timothy",Team–,402,1H 14M 0S,2H 35M 34S,2H 35M 41S,M,4440,9334,9341,155.56666666666666
18-39,366,334,297,"Hall, Christian",Team–,728,1H 17M 35S,2H 35M 38S,2H 36M 15S,M,4655,9338,9375,155.63333333333333
18-39,368,336,298,"Che, Austin",Team–,506,1H 16M 1S,2H 35M 38S,2H 35M 47S,M,4561,9338,9347,155.63333333333333
18-39,369,337,299,"Urdiales, Keenan",Team–,440,1H 11M 20S,2H 35M 39S,2H 35M 48S,M,4280,9339,9348,155.65
18-39,371,339,300,"Houchens, Trevor",TeamTracksmith Boston Hares,846,1H 16M 28S,2H 35M 40S,2H 35M 45S,M,4588,9340,9345,155.66666666666666
18-39,372,340,301,"Lambert-Lemay, Simon",Team–,372,1H 13M 52S,2H 35M 43S,2H 35M 44S,M,4432,9343,9344,155.71666666666667
18-39,373,341,302,"Nolan, Simon",Team–,3938,1H 17M 21S,2H 35M 48S,2H 36M 54S,M,4641,9348,9414,155.8
18-39,374,342,303,"Marchek, Alex",Team–,452,1H 15M 31S,2H 35M 49S,2H 35M 58S,M,4531,9349,9358,155.81666666666666
18-39,375,343,304,"Beach, Nathaniel",TeamWest Valley Track Club,280,1H 14M 35S,2H 35M 49S,2H 35M 53S,M,4475,9349,9353,155.81666666666666
18-39,376,344,305,"Williams, Steve",Team–,637,1H 17M 35S,2H 35M 50S,2H 35M 57S,M,4655,9350,9357,155.83333333333334
18-39,377,345,306,"Cutter, Patrick",Team–,457,1H 17M 38S,2H 35M 50S,2H 35M 54S,M,4658,9350,9354,155.83333333333334
18-39,378,346,307,"Diekema, Scott",Team–,1416,1H 18M 56S,2H 35M 51S,2H 36M 10S,M,4736,9351,9370,155.85
18-39,379,347,308,"Westerberg, Sam",Team–,343,1H 16M 52S,2H 35M 51S,2H 35M 59S,M,4612,9351,9359,155.85
18-39,380,348,309,"Nieto, Benjamin",Team–,1126,1H 16M 42S,2H 35M 52S,2H 36M 12S,M,4602,9352,9372,155.86666666666667
18-39,381,349,310,"Dingwall, Andrew",Team–,628,1H 17M 12S,2H 35M 54S,2H 35M 58S,M,4632,9354,9358,155.9
18-39,382,350,311,"Fegan, Patrick",Team–,1283,1H 14M 57S,2H 35M 55S,2H 36M 6S,M,4497,9355,9366,155.91666666666666
18-39,383,351,312,"O'Grady, Thomas",Team–,703,1H 17M 26S,2H 35M 57S,2H 35M 59S,M,4646,9357,9359,155.95
18-39,385,352,313,"Blevins, Greg",TeamRogue Racers,526,1H 17M 21S,2H 35M 59S,2H 36M 3S,M,4641,9359,9363,155.98333333333332
18-39,387,354,314,"Harris, Kyle",Team–,1139,1H 17M 54S,2H 36M 2S,2H 36M 18S,M,4674,9362,9378,156.03333333333333
18-39,388,355,315,"Larose-Gingras, Guillaume",Team–,875,1H 15M 25S,2H 36M 3S,2H 36M 11S,M,4525,9363,9371,156.05
18-39,389,356,316,"Crowe, John",Team–,696,1H 17M 29S,2H 36M 4S,2H 36M 16S,M,4649,9364,9376,156.06666666666666
18-39,390,357,317,"Bjellquist-Ledger, Ryan",Team–,1166,1H 18M 55S,2H 36M 5S,2H 36M 15S,M,4735,9365,9375,156.08333333333334
18-39,391,358,318,"D'Agrosa, Marcus",Team–,368,1H 13M 25S,2H 36M 6S,2H 36M 7S,M,4405,9366,9367,156.1
18-39,392,359,319,"Sunvold, Daniel",Team–,1626,1H 17M 19S,2H 36M 9S,2H 36M 35S,M,4639,9369,9395,156.15
18-39,394,361,320,"Picchini, Michael",Team–,1636,1H 17M 58S,2H 36M 12S,2H 36M 47S,M,4678,9372,9407,156.2
18-39,395,362,321,"Kannan, Kartik",Team–,1238,1H 13M 20S,2H 36M 12S,2H 36M 43S,M,4400,9372,9403,156.2
18-39,396,363,322,"Stern, Jeffrey",Team–,605,1H 16M 57S,2H 36M 14S,2H 36M 24S,M,4617,9374,9384,156.23333333333332
18-39,398,364,323,"Harvey, Thomas",Team–,1012,1H 17M 7S,2H 36M 19S,2H 36M 48S,M,4627,9379,9408,156.31666666666666
18-39,399,365,324,"Marraro, Nicholas",TeamGarden State Track Club,262,1H 16M 7S,2H 36M 21S,2H 36M 22S,M,4567,9381,9382,156.35
18-39,400,366,325,"Mcduffie, Dennis",Team–,464,1H 14M 25S,2H 36M 22S,2H 36M 32S,M,4465,9382,9392,156.36666666666667
18-39,401,367,326,"Waites, Steven",Team–,3555,1H 16M 28S,2H 36M 22S,2H 37M 57S,M,4588,9382,9477,156.36666666666667
18-39,403,368,327,"Williamson, Michael",Team–,1197,1H 17M 24S,2H 36M 25S,2H 36M 46S,M,4644,9385,9406,156.41666666666666
18-39,404,369,328,"Thiessen, Matthew",Team–,2403,1H 18M 50S,2H 36M 26S,2H 37M 12S,M,4730,9386,9432,156.43333333333334
18-39,405,370,329,"Cohen, Danny",Team–,1956,1H 18M 37S,2H 36M 27S,2H 36M 59S,M,4717,9387,9419,156.45
18-39,406,371,330,"Coroneo, Emanuele",Team–,439,1H 17M 22S,2H 36M 27S,2H 36M 32S,M,4642,9387,9392,156.45
18-39,407,372,331,"Biniaszewski, Robert",Team–,1042,1H 18M 13S,2H 36M 28S,2H 37M 1S,M,4693,9388,9421,156.46666666666667
18-39,409,374,332,"Lemus, Luis",Team–,1875,1H 18M 31S,2H 36M 33S,2H 36M 58S,M,4711,9393,9418,156.55
18-39,410,375,333,"Embury, Josh",Team–,971,1H 16M 10S,2H 36M 33S,2H 36M 43S,M,4570,9393,9403,156.55
18-39,411,376,334,"Sjogren, Jacob",Team–,944,1H 16M 51S,2H 36M 33S,2H 36M 44S,M,4611,9393,9404,156.55
18-39,412,377,335,"Johnson, Anthony",TeamTracksmith Boston Hares,1022,1H 18M 0S,2H 36M 33S,2H 36M 54S,M,4680,9393,9414,156.55
18-39,413,378,336,"Smyrnov, Nikita",Team–,2344,1H 16M 9S,2H 36M 36S,2H 37M 36S,M,4569,9396,9456,156.6
18-39,414,379,337,"Ford, James",Team–,603,1H 17M 46S,2H 36M 37S,2H 36M 42S,M,4666,9397,9402,156.61666666666667
18-39,415,380,338,"Lamarre, Robert",TeamGreater  Boston Track Club,862,1H 17M 2S,2H 36M 37S,2H 36M 47S,M,4622,9397,9407,156.61666666666667
18-39,416,381,339,"Ladson, Jonathan",Team–,1557,1H 16M 59S,2H 36M 38S,2H 36M 54S,M,4619,9398,9414,156.63333333333333
18-39,418,383,340,"Merriman, Ryan",Team–,319,1H 14M 28S,2H 36M 41S,2H 36M 52S,M,4468,9401,9412,156.68333333333334
18-39,419,384,341,"Collins, Ryan",Team–,523,1H 17M 15S,2H 36M 43S,2H 36M 55S,M,4635,9403,9415,156.71666666666667
18-39,420,385,342,"Marban, Albert",Team–,490,1H 18M 9S,2H 36M 45S,2H 36M 54S,M,4689,9405,9414,156.75
18-39,421,386,343,"Weber, Jeffrey",Team–,654,1H 18M 51S,2H 36M 47S,2H 36M 55S,M,4731,9407,9415,156.78333333333333
18-39,422,387,344,"Healy, Ben",Team–,884,1H 18M 5S,2H 36M 48S,2H 36M 57S,M,4685,9408,9417,156.8
18-39,423,388,345,"Reichert, Charles",Team–,908,1H 18M 13S,2H 36M 49S,2H 36M 57S,M,4693,9409,9417,156.81666666666666
18-39,424,389,346,"Beckmann, Mark",Team–,570,1H 17M 44S,2H 36M 50S,2H 36M 51S,M,4664,9410,9411,156.83333333333334
18-39,425,390,347,"Heitz, Justin",Team–,548,1H 15M 56S,2H 36M 50S,2H 36M 52S,M,4556,9410,9412,156.83333333333334
18-39,426,391,348,"Davis, Cameron",Team–,2240,1H 15M 51S,2H 36M 51S,2H 37M 31S,M,4551,9411,9451,156.85
18-39,427,392,349,"Dixon, Ashley",Team–,1281,1H 18M 2S,2H 36M 52S,2H 37M 8S,M,4682,9412,9428,156.86666666666667
18-39,429,394,350,"Johnstone, Keith",Team–,2343,1H 19M 8S,2H 36M 56S,2H 37M 39S,M,4748,9416,9459,156.93333333333334
18-39,430,395,351,"Groudle, Alan",Team–,978,1H 17M 22S,2H 36M 58S,2H 36M 59S,M,4642,9418,9419,156.96666666666667
18-39,431,396,352,"Testa, Chris",Team–,938,1H 15M 10S,2H 36M 58S,2H 37M 7S,M,4510,9418,9427,156.96666666666667
18-39,432,397,353,"Panzhinskiy, Evgeniy",Team–,510,1H 18M 34S,2H 36M 59S,2H 36M 59S,M,4714,9419,9419,156.98333333333332
18-39,433,398,354,"Basso, Mario",Team–,1091,1H 15M 45S,2H 37M 0S,2H 37M 13S,M,4545,9420,9433,157
18-39,434,399,355,"Rabasco, Matthew",TeamOld Goat Track Club,2374,1H 18M 3S,2H 37M 1S,2H 37M 47S,M,4683,9421,9467,157.01666666666668
18-39,435,400,356,"Klundt, Matthew",TeamU.S. Air Force,568,1H 14M 53S,2H 37M 1S,2H 37M 1S,M,4493,9421,9421,157.01666666666668
18-39,436,401,357,"Katsefaras, Nicholas",Team–,673,1H 17M 15S,2H 37M 5S,2H 37M 17S,M,4635,9425,9437,157.08333333333334
18-39,438,403,358,"Behrendt, Adam",Team–,853,1H 17M 8S,2H 37M 8S,2H 37M 12S,M,4628,9428,9432,157.13333333333333
18-39,439,404,359,"Guay, Marc-Antoine",Team–,2412,1H 19M 54S,2H 37M 8S,2H 37M 46S,M,4794,9428,9466,157.13333333333333
18-39,440,405,360,"Dombi, Zach",TeamTracksmith Boston Hares,331,1H 15M 11S,2H 37M 13S,2H 37M 15S,M,4511,9433,9435,157.21666666666667
18-39,441,406,361,"Coffee, Kyle",Team–,498,1H 18M 22S,2H 37M 15S,2H 37M 28S,M,4702,9435,9448,157.25
18-39,442,407,362,"Termorshuizen, Luke",TeamUnited States Naval Academy Marathon Team,500,1H 13M 45S,2H 37M 15S,2H 37M 22S,M,4425,9435,9442,157.25
18-39,443,408,363,"Kedar, Dhruv",TeamBoulder Track Club,724,1H 18M 21S,2H 37M 17S,2H 37M 22S,M,4701,9437,9442,157.28333333333333
18-39,444,409,364,"O Hehir, Nathan Ryan",Team–,1123,1H 17M 57S,2H 37M 17S,2H 37M 33S,M,4677,9437,9453,157.28333333333333
18-39,445,410,365,"Lugo, Marc",Team–,590,1H 15M 46S,2H 37M 17S,2H 37M 18S,M,4546,9437,9438,157.28333333333333
18-39,446,411,366,"F Miller, Gabriel",Team–,659,1H 17M 4S,2H 37M 18S,2H 37M 30S,M,4624,9438,9450,157.3
18-39,449,414,367,"Taylor, Michael",Team–,650,1H 17M 11S,2H 37M 19S,2H 37M 23S,M,4631,9439,9443,157.31666666666666
18-39,451,416,368,"Styring, Collin",TeamGreater  Boston Track Club,1133,1H 15M 49S,2H 37M 21S,2H 37M 31S,M,4549,9441,9451,157.35
18-39,452,417,369,"Kirkikis, Will",Team–,324,1H 14M 31S,2H 37M 21S,2H 37M 30S,M,4471,9441,9450,157.35
18-39,453,418,370,"Castello Branco, Victor",Team–,2877,1H 17M 40S,2H 37M 24S,2H 37M 59S,M,4660,9444,9479,157.4
18-39,454,419,371,"Cardona Kafruni, Cesar",Team–,1164,1H 18M 10S,2H 37M 25S,2H 37M 38S,M,4690,9445,9458,157.41666666666666
18-39,455,420,372,"Pellet, Guilhem",Team–,1249,1H 18M 1S,2H 37M 25S,2H 37M 42S,M,4681,9445,9462,157.41666666666666
18-39,456,421,373,"Lingard, Thomas",TeamBattle Road Track Club,1001,1H 16M 34S,2H 37M 26S,2H 37M 55S,M,4594,9446,9475,157.43333333333334
18-39,458,423,374,"Medeiros, Brendan",TeamBoston Athletic Association,413,1H 12M 35S,2H 37M 30S,2H 37M 30S,M,4355,9450,9450,157.5
18-39,459,424,375,"Collins, Matt",Team–,1326,1H 19M 1S,2H 37M 30S,2H 38M 5S,M,4741,9450,9485,157.5
18-39,460,425,376,"Kelly, James",Team–,1039,1H 15M 55S,2H 37M 31S,2H 37M 54S,M,4555,9451,9474,157.51666666666668
18-39,461,426,377,"Klein, Eric",Team–,326,1H 15M 46S,2H 37M 31S,2H 37M 33S,M,4546,9451,9453,157.51666666666668
