Name,Age,AgeClass,BodyweightKg,Squat,Bench,Deadlift,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Date
Vladimir Beryukov,13.5,13-15,65.1,70,70,105,245,17,193.94,194.57,189.19,38.47,2011-12-17
Benjamin Bras,14.5,13-15,91.81,77.5,70,117.5,265,1,169.66,167.5,160.4,34.89,2023-07-13
Anton Shalyukov,13.5,13-15,64.7,82.5,55,110,247.5,4,196.83,197.58,192.17,38.99,2021-04-02
Nooh Rauf,15,13-15,50.2,90,70,105,265,1,262.58,269.97,266.4,47.83,2025-05-18
Mason Hocker,14,13-15,81.92,81.65,47.63,81.65,210.92,1,143.45,141.9,136.58,29.39,2024-12-07
Vladislav Kochubey,15,13-15,52.42,87.5,70,90,247.5,10,235.26,240.84,237.07,43.64,2019-09-23
Ravi Khalsa,14,13-15,93.45,162.5,97.5,162.5,422.5,1,268.2,264.81,253.4,55.14,2023-07-29
Julius Papillo,14.5,13-15,107.3,142.5,160,240,542.5,5,324.38,321.79,307.37,66.31,2023-04-08
Oleksii Drazhuk,15,13-15,58.14,125,72.5,165,362.5,5,314.11,318.33,311.41,60.46,2023-04-01
Maxence Hubert,15,13-15,99.96,75,60,110,245,2,150.83,149.13,142.44,30.96,2018-03-31
Daniil Dybov,14.5,13-15,84.95,152.5,97.5,180,430,2,286.58,283.18,272.11,58.83,2020-02-28
Artyom Negmatov,14.5,13-15,59,135,70,172.5,377.5,2,323.09,326.98,319.6,62.47,2014-04-19
Egor Kanatev,14.5,13-15,69.4,107.5,70,150,327.5,1,247.48,247.05,239.51,42.36,2021-11-05
Orson Lecheminant,13.5,13-15,61.1,130,90,165,385,1,320.19,323.01,315.1,62.53,2025-05-02
Makar Smirnov,13.5,13-15,74,90,50,100,240,9,173.68,172.64,166.9,29.74,2015-05-09
Evgen Bobenko,14.5,13-15,51,120,62.5,135,317.5,1,309.8,318.01,313.53,52.08,2007-03-28
Petr Ryadchikov,13.5,13-15,54.05,57.5,40,75,172.5,7,159.38,162.67,159.83,29.92,2019-04-19
Nikita Lukashov,14.5,13-15,63.45,105,62.5,132.5,300,8,242.18,243.49,237.06,47.75,2017-11-25
Robert Pope,14,13-15,68.45,147.5,75,175,397.5,2,303.32,303.1,294.03,60.78,2025-03-08
Ryan Aherne,13.5,13-15,77.6,112.5,72.5,145,330,2,231.75,229.77,221.69,47.27,2017-02-18
Connor Piskorik,15,13-15,81.3,170,92.5,215,477.5,1,326.18,322.74,310.74,66.8,2024-06-01
A. Drozdov,14.5,13-15,42.75,115,62.5,115,292.5,2,343.69,358.92,356.19,56.4,2016-03-02
Jordan Munir,14.5,13-15,71.3,125,95,155,375,1,278.15,277.14,268.37,56.13,2017-04-22
Artem Sanginov,13.5,13-15,56.2,80,50,100,230,13,205.22,208.65,204.53,39.06,2019-04-05
Mohammed Khalid Aldughayyim,15,13-15,73.3,162.5,95,202.5,460,2,334.95,333.14,322.21,67.87,2024-07-06
Silas Stits,14.5,13-15,66.7,142.5,102.5,165,410,1,318.76,319.17,309.98,63.56,2022-11-12
Antonio Emilio Herrera Navarro,15,13-15,88.9,180,75,230,485,5,315.57,311.59,298.79,64.87,2023-06-10
Tammar Alsaffar,14,13-15,66.2,110,80,130,320,1,250.17,250.64,243.51,49.8,2022-04-26
Stanislav Panfilov,14.5,13-15,58.5,117.5,60,132.5,310,1,267.22,270.65,264.68,51.53,2019-01-12
Austin Cook,15,13-15,65.5,155,85,210,450,1,354.59,355.56,345.63,70.43,2023-12-09
Liam Kincanon,15,13-15,72.25,215,117.5,210,542.5,5,398.82,397.02,384.23,68.29,2025-04-10
Jake Morrow,13,13-15,48.4,85,45,100,230,1,236.37,243.9,241.13,42.34,2024-11-23
Bryce Coleson,15,13-15,78.93,124.74,68.04,183.7,376.48,1,261.69,259.24,249.93,53.46,2024-03-30
Deagan Neesham,14.5,13-15,59.8,52.5,32.5,75,160,1,135.42,136.88,133.69,26.29,2024-02-11
Vitaliy Polupan,14.5,13-15,64.65,145,87.5,155,387.5,2,308.36,309.54,301.08,61.07,2019-11-25
Andrii Slesarenko,15,13-15,65.25,127.5,72.5,125,325,7,256.83,257.61,250.46,50.97,2023-04-01
Aleksey Khramov,14.5,13-15,45.22,75,40,110.5,225.5,1,248.88,258.53,256.3,41.21,2018-01-27
Tyler Luke,14.5,13-15,67,80,57.5,132.5,270,4,209.23,209.42,203.35,41.76,2016-07-23
Vladimir Volokitin,14,13-15,55.4,127.5,67.5,130,325,3,293.68,299.01,293.35,49.74,2010-10-08
Sergey Tonkoglyad,14.5,13-15,54.5,100,60,130,290,8,265.94,271.2,266.33,44.98,2002-04-05
Ronin Girard,13.5,13-15,82.35,82.5,52.5,100,235,1,159.35,157.6,151.65,32.66,2023-02-25
Maksim Pustovoytov,14.5,13-15,123,140,90,150,380,3,216.48,217.27,208.13,36.38,2012-04-27
Igor Kuntsevich,14.5,13-15,68.8,90,80,150,320,10,243.3,243.03,235.7,48.8,2012-06-17
Eitan Wright,15,13-15,55.8,90,75,132.5,297.5,1,267.12,271.78,266.52,50.72,2024-04-27
Ashton Bocock,14.5,13-15,72.4,40,25,65,130,2,95.44,94.99,91.93,19.3,2024-06-08
Zac Frazier,14.5,13-15,125,65.77,58.97,102.06,226.8,1,128.54,129.24,123.68,21.59,2003-03-08
Dallin Jones,15,13-15,57.56,115,75,137.5,327.5,1,286.22,290.34,284.2,48.61,2025-04-10
Max McKie,14,13-15,72.8,150,85,165,400,4,292.58,291.12,281.65,59.23,2023-09-16
Nick Chaszuzcwicz,14,13-15,62.4,107.5,62.5,125,295,1,241.26,242.93,236.72,41.16,2010-07-31
Chris Rossi,15,13-15,101.51,60.1,41.96,63.5,165.56,1,101.25,100.17,95.65,17.19,2006-06-01
Drew Dyson,14.5,13-15,59,60,62.5,137.5,260,1,222.53,225.21,220.12,43.02,2015-04-18
Dan Zett,14,13-15,52,45.36,58.97,104.33,208.65,1,199.84,204.74,201.63,33.66,2005-11-12
Alexander Elezi,15,13-15,108.4,160,112.5,200,472.5,1,281.41,279.34,266.88,57.48,2012-05-05
Jaxon Kooistra,15,13-15,68.5,110,65,137.5,312.5,1,238.33,238.15,231.01,47.77,2025-03-15
Mukhammed Pupuev,12.5,13-15,47.3,60,50,90,200,2,210.45,217.65,215.41,37.27,2019-05-16
Stepan Evdokimov,13.5,13-15,46,50,42.5,72.5,165,4,178.79,185.41,183.71,31.21,2016-11-06
Pavel Sysoev,12.5,13-15,53.7,77.5,40,87.5,205,2,190.54,194.59,191.27,32.19,2012-11-26
Benjamin Henning,14.5,13-15,51.3,102.5,52.5,130,285,4,276.52,283.69,279.6,50.84,2020-03-07
Jaylen Wade-Morphett,15,13-15,73.3,152.5,107.5,192.5,452.5,1,329.49,327.71,316.95,66.76,2025-04-13
Zachary Edwards,14,13-15,91.3,155,100,165,420,1,269.64,266.21,254.98,55.44,2023-02-04
Anton Ilyin,14.5,13-15,52,130,65,125,320,2,306.49,314.01,309.24,51.63,2007-11-17
Jathan Guillot,14.5,13-15,72.1,117.5,67.5,132.5,317.5,1,233.74,232.71,225.24,47.25,2019-07-13
Jackson Manuel,14.5,13-15,41.82,36.3,38.6,74.8,149.7,1,180.43,188.81,187.38,29.49,2019-02-09
Cole Lewis,15,13-15,81.6,197.5,117.5,275,590,1,402.17,397.87,383.02,82.38,2022-01-16
Kyle Bevins,15,13-15,75,129.27,72.57,156.49,358.34,2,257.08,255.34,246.72,44.03,2007-04-21
Ivan Naberezhnykh,15,13-15,53.4,100,65,112.5,277.5,1,259.26,264.92,260.49,48.45,2012-03-14
Lucas Marshall,13.5,13-15,182.5,92.5,102.5,150,345,1,176.33,185.27,173.39,34.2,2021-10-02
Isaac Dodd,14,13-15,75,87.5,45,95,227.5,1,163.21,162.11,156.63,33.17,2022-07-09
Caleb Enochs,12.5,13-15,45.7,70,37.5,92.5,200,1,218.24,226.47,224.43,37.97,2022-02-19
Elijah Ng,15,13-15,65.25,185,130,222.5,537.5,1,424.75,426.05,414.23,84.3,2025-02-21
Vladislav Sevryukov,14.5,13-15,75.9,112.5,65,132.5,310,4,220.72,219.08,211.58,37.8,2011-11-11
Tyler Shumaker,13,13-15,62.6,57.5,40,97.5,195,2,159.08,160.13,156.01,31.26,2007-07-28
Lev Samaryan,13.5,13-15,70.6,85,42.5,105,232.5,4,173.62,173.11,167.7,34.98,2013-11-22
Ivan Kocheulov,14.5,13-15,58.8,145,70,130,345,2,296.12,299.78,293.07,57.19,2017-05-15
Jake Butler,14.5,13-15,97.7,155,97.5,200,452.5,1,281.39,278.04,265.68,57.8,2014-10-25
北村 太陽,14.5,13-15,49.4,120,60,135,315,2,317.13,326.57,322.53,57.35,2024-02-29
Mykola Krysko,15,13-15,58.7,142.5,87.5,152.5,382.5,3,328.77,332.89,325.47,63.47,2023-04-01
Lando Alvarado,15,13-15,60,100,72.5,142.5,315,1,265.87,268.66,262.34,45.27,1993-07-31
Borisz Bozsoki,14,13-15,65.8,115,57.5,160,332.5,3,261.11,261.73,254.36,51.91,2025-03-29
Andrew Saenz,15,13-15,52.8,115,65,125,305,2,287.96,294.58,289.84,53.57,2023-11-18
Maksim Didenko,13.5,13-15,51.2,50,47.5,70,167.5,14,162.82,167.07,164.68,29.91,2019-04-05
Trent Estrada,15,13-15,43,37.5,25,60,122.5,1,142.98,149.24,148.1,24.03,2024-12-07
Bartosz Glembin,14.5,13-15,59.67,127.5,70,147.5,345,3,292.52,295.73,288.87,49.79,2023-12-15
Igor Pavletsov,14.5,13-15,52.3,85,45,105,235,12,223.86,229.22,225.66,41.49,2018-03-10
Maksym Mazurok,15,13-15,51.04,110,62.5,105,277.5,6,270.57,277.72,273.79,49.64,2023-04-01
Aleksey Zhilinskiy,14.5,13-15,55.02,150,70,130,350,5,318.22,324.22,318.21,53.87,2003-05-02
Arnold Gavrilov,14.5,13-15,54.2,100,80,120,300,7,276.49,282.11,277.14,46.75,2013-12-13
Jedidiah Dailey,14.5,13-15,49.5,117.5,50,120,287.5,1,288.86,297.4,293.69,52.28,2021-10-02
Vladislav Gisych,13.5,13-15,70.3,70,50,85,205,7,153.53,153.12,148.37,30.91,2014-05-03
Wesley Siefken,15,13-15,80.4,220,107.5,220,547.5,1,376.42,372.61,358.94,77.02,2025-03-15
Caleb Scheel,14.5,13-15,72.39,135,90,140,365,2,267.98,266.74,258.13,54.2,2017-10-10
Daniil Gettsel,12.5,13-15,53,60,40,77.5,177.5,6,166.99,170.77,167.98,31.11,2017-04-15
Maximilian Wingenbach,14,13-15,72,150,92.5,182.5,425,1,313.17,311.83,301.82,63.29,2022-11-11
Egor Surzhenkov,14.5,13-15,70.6,100,62.5,110,272.5,12,203.49,202.89,196.55,41,2018-11-04
Brian Grove,14,13-15,60,130,62.5,150,342.5,7,289.08,292.11,285.25,49.22,2012-03-23
Oleksandr Kashuba,14.5,13-15,61,87.5,55,122.5,265,8,220.68,222.66,217.23,43.08,2015-11-21
Gavyn Villarreal,13.5,13-15,70.1,135,60,140,335,1,251.39,250.77,243.01,50.59,2020-09-12
Evgeniy Maksimov #1,14,13-15,56,85,62.5,132.5,280,1,250.62,254.9,249.91,47.65,2020-12-19
Johnly Baclayon,13.5,13-15,50.84,80,52.5,110,242.5,1,237.34,243.71,240.32,39.89,2023-03-04
Evgeniy Luchkin,14.5,13-15,51.35,85,45,100,230,5,222.95,228.7,225.39,37.51,2008-03-21
Maksim Askaev,14.5,13-15,62.05,100,65,122.5,287.5,4,236.18,237.92,231.91,40.28,2016-05-14
Brandon Murray,15,13-15,71.3,120,75,150,345,2,255.9,254.97,246.9,51.64,2021-09-25
Andy Karowski,14,13-15,50.9,107.5,60,102.5,270,5,263.95,271,267.22,44.36,2010-03-26
Sergio Mendoza,15,13-15,97.9,175,107.5,217.5,500,1,310.64,306.96,293.3,63.81,2020-08-08
Ivan Pakshintsev,12.5,13-15,63,80,55,92.5,227.5,8,184.67,185.79,180.95,31.52,2014-12-20
Pavlo Gulenin,14.5,13-15,43.15,85,50,102.5,237.5,2,276.12,288.1,285.89,45.38,1992-10-29
Dustin Eckel,15,13-15,55.34,105,62.5,140,307.5,1,278.14,283.21,277.87,52.66,2005-04-23
Austin McCracken,13.5,13-15,51.5,65,52.5,100,217.5,1,210.24,215.61,212.45,38.72,2018-03-24
Danil Moiseenko,14.5,13-15,68.6,90,85,120,295,7,224.75,224.56,217.81,45.06,2014-11-11
Zahndon Guillory,15,13-15,65.9,107.5,75,137.5,320,7,251.01,251.58,244.48,49.92,2025-05-03
Mikola Mikulin,13,13-15,59,100,75,120,295,3,252.48,255.52,249.76,42.95,2011-03-05
Denis Popovkin,14.5,13-15,62.5,95,80,125,300,9,245.04,246.7,240.37,48.14,2015-04-16
Iman Legesse,14.5,13-15,59.4,130,92.5,167.5,390,3,331.92,335.7,328,56.48,2015-03-27
Denis Timoschenko,12.5,13-15,43,65,35,80,180,2,210.1,219.29,217.61,34.51,2013-04-14
Teddy Gentile,15,13-15,65.18,95,62.5,130,287.5,1,227.38,228.09,221.77,45.11,2023-01-15
Carson Frnka,14,13-15,109,290,162.5,255,707.5,1,420.48,417.54,398.96,71.12,2025-05-28
Jack Henry O'Neill,15,13-15,155,145,95,137.5,377.5,3,201.24,207.9,195.84,39.58,2022-06-25
Ivan Yushkov,13.5,13-15,55.1,115,60,140,315,2,286.03,291.37,285.96,48.43,2016-04-24
Ivan Lukichev,14.5,13-15,69.9,80,55,115,250,14,187.98,187.55,181.77,32.18,2012-11-26
Sergiy Yaremko,12.5,13-15,46.7,90,57.5,130,277.5,4,295.92,306.43,303.44,52.07,2015-03-26
Jhonatan Meira Paiva,14.5,13-15,58.7,105,65,125,295,2,253.56,256.74,251.02,48.95,2024-02-22
Demyanovka Shabanov,13.5,13-15,44.85,117.5,60,117.5,295,1,328.52,341.52,338.65,54.33,2008-05-02
Pavlo Tupytsya,14.5,13-15,55.9,110,62.5,140,312.5,9,280.15,284.98,279.44,47.48,2007-04-17
橋本 皆人,14.5,13-15,70.05,100,60,120,280,7,210.22,209.71,203.23,42.3,2019-11-15
Cote Goodrow,12.5,13-15,46.15,60,47.5,92.5,200,1,215.97,223.89,221.81,37.77,2025-03-29
Tomáš Beran,14.5,13-15,71,125,87.5,152.5,365,2,271.51,270.6,262.08,46.48,2016-01-23
Joshua Stender,15,13-15,72,115,82.5,147.5,345,1,254.22,253.13,245.01,43.53,2009-10-17
Azik Akhmedov,14.5,13-15,42.8,82.5,45,100,227.5,3,266.96,278.76,276.63,43.82,1994-12-23
Cole Foreman,13.5,13-15,59.5,80,52.5,117.5,250,2,212.47,214.86,209.91,41.18,2019-11-23
Egill Högni Harðarson,14.5,13-15,88.25,130,92.5,160,382.5,1,249.82,246.69,236.63,42.66,2022-02-12
Joshua Grubbs,15,13-15,50.35,95,64,132.5,291.5,1,288,296.01,292.05,52.53,2006-07-29
Nikita Kaplin,12.5,13-15,66,50,25,50,125,2,97.94,98.15,95.37,19.49,2018-03-31
Denis Ageychenko,12.5,13-15,52,90,40,110,240,3,229.87,235.51,231.93,38.72,2002-07-12
Nikolay Pryadkin,14.5,13-15,81.95,185,95,170,450,1,305.99,302.67,291.32,52.35,2021-04-16
Dario Fernandez Martiniano,14.5,13-15,70.05,112.5,80,160,352.5,3,264.65,264.02,255.85,53.25,2024-11-03
Roman Stryuk,13,13-15,56.89,110,50,120,280,9,247.19,251.03,245.89,47.25,2021-05-21
Aiden Kroll,13.5,13-15,90,112.5,82.5,137.5,332.5,1,214.99,212.27,203.44,44.2,2025-03-29
Silas Mills,13.5,13-15,62.6,145,75,160,380,1,310,312.05,304.02,60.92,2025-01-18
Andrew Cirella,14.5,13-15,66.4,135,85,180,400,1,312.02,312.53,303.6,62.15,2022-08-20
David Mai,14.5,13-15,54.4,82.5,52.5,107.5,242.5,1,222.75,227.19,223.14,41.91,2024-01-20
Rafael Carsano Clifford,14.5,13-15,77.5,170,92.5,180,442.5,4,311.01,308.36,297.53,63.43,2025-04-26
Fares Ben Fredj,15,13-15,102.1,120,80,175,375,1,228.78,226.38,216.17,46.91,2016-05-28
J. Byrne,15,13-15,65.54,147.5,72.5,170,390,1,307.17,308,299.39,61.02,2002-06-29
Mikhaylo Budnii,12.5,13-15,58.35,80,55,105,240,6,207.33,210.04,205.44,35.24,2014-11-23
Eren Kesici,15,13-15,71.7,180,120,190,490,3,362.08,360.63,349.12,73.13,2024-02-05
Ruslan Kosachyov,13.5,13-15,50.75,77.5,45,90,212.5,4,208.34,213.96,211.01,35.01,2016-03-25
Prem Sivagangabalan,15,13-15,72.1,142.5,80,200,422.5,1,311.03,309.67,299.73,62.87,2024-09-28
Illya Sitnik,15,13-15,72.04,185,140,195,520,2,383.02,381.37,369.13,77.41,2021-05-21
Dehlay Salas,12.5,13-15,51.99,82.5,40,105,227.5,2,217.94,223.29,219.9,40.29,2022-06-07
Nikita Sanin,14.5,13-15,64.85,100,60,120,280,7,222.29,223.09,216.96,37.98,2017-12-15
Anatoliy Semibratov,14.5,13-15,67.65,100,77.5,147.5,325,10,250.09,250.14,242.78,50.01,2021-05-19
Kirill Golovan,14.5,13-15,72.65,105,70,130,305,4,223.4,222.31,215.1,38.25,2019-03-29
Adrian Prodan,14,13-15,45.2,85,57.5,112.5,255,1,281.58,292.51,289.98,48.7,2014-10-31
Mason Madji,15,13-15,90,160,105,190,455,3,294.2,290.47,278.39,60.49,2025-04-24
LJ Pasion,13.5,13-15,57.8,105,72.5,135,312.5,1,272.14,275.95,270.04,52.28,2019-09-29
Vladislav Cherednichenko,14.5,13-15,58.4,112.5,67.5,132.5,312.5,1,269.76,273.27,267.27,51.99,2019-12-07
Maksim Skokov,13.5,13-15,96.2,80,55,87.5,222.5,4,139.34,137.63,131.57,28.63,2016-05-20
RJ Panella,13,13-15,60,75,37.5,102.5,215,1,181.47,183.37,179.06,35.26,2012-07-01
K. Geynrikh,13.5,13-15,31.5,60,40,80,180,3,228.8,240.38,238.38,NA,2015-03-14
Reynolds Young,15,13-15,60,94.8,57.61,112.49,264.9,1,223.59,225.93,220.62,38.07,2005-01-29
Ruslan Almatov,13.5,13-15,58.02,117.5,75,115,307.5,5,266.92,270.56,264.71,45.36,2017-12-15
Hunter Lindauer,15,13-15,89.31,172.5,87.5,205,465,3,301.84,298.03,285.73,62.05,2018-09-28
Kalapu Hoeflich,14,13-15,132.3,35,37.5,70,142.5,4,79.37,80.35,76.67,15.89,2023-11-18
Pavel Deryugin,13.5,13-15,84.2,90,65,85,240,8,160.73,158.86,152.71,27.48,2016-12-03
Ben Koenigbauer,15,13-15,68.1,102.5,77.5,137.5,317.5,2,243.16,243.08,235.86,48.68,2022-05-08
Oleg Yarema,14.5,13-15,52,105,62.5,127.5,295,4,282.55,289.48,285.08,47.59,1994-12-23
Henry Mason,15,13-15,107.2,120,100,145,365,1,218.33,216.57,206.86,44.63,2025-04-05
Anthony Martinez #27,12.5,13-15,73.8,70,42.5,105,217.5,1,157.67,156.75,151.56,31.98,2025-04-26
Brandon Charlton,15,13-15,111.4,165,112.5,215,492.5,1,290.32,288.73,276.07,59.18,2022-07-30
Yaroslav Yarmolenko,13.5,13-15,48,55,32.5,75,162.5,3,168.42,173.93,172.02,30.05,2021-04-02
Joel Bell #2,14,13-15,44.1,65,37.5,92.5,195,1,221.23,230.36,228.51,36.49,2009-04-18
J. Marrow,15,13-15,82.5,142.88,115.67,154.22,412.77,1,279.61,276.52,266.06,57.31,2006-02-16
Evgeniy Rogachev,14.5,13-15,61.9,100,52.5,125,277.5,23,228.4,230.14,224.35,38.95,2017-11-24
Maximillian Madulin,15,13-15,78.1,140,90,160,390,1,272.82,270.4,260.81,55.68,2024-03-20
Egor Voronoy,12.5,13-15,52,105,57.5,117.5,280,2,268.18,274.76,270.58,45.17,2008-03-21
Latarraus Jackson,14.5,13-15,54.25,93,68,145.2,306.2,1,281.96,287.67,282.59,53,2018-12-01
Eric Sheley Jr,13,13-15,96.6,77.5,45,77.5,200,1,125.01,123.49,118.04,25.69,2020-01-18
Joseph Falgout,13.5,13-15,66.2,100,80,115,295,1,230.62,231.06,224.49,45.91,2022-08-06
David Nahas,12.5,13-15,54.8,97.5,62.5,113,273,1,249.11,253.9,249.26,42.16,2012-01-01
Jack McGrath,15,13-15,66.5,122.5,67.5,140,330,1,257.13,257.52,250.14,51.24,2016-06-11
Charlie Williams #2,14,13-15,60,115.67,72.57,120.2,308.44,1,260.34,263.06,256.88,44.33,2006-03-18
Benjamin Presley,15,13-15,56.9,135,90,132.5,357.5,6,315.56,320.45,313.89,53.55,2007-03-30
Nikolay Rastopira,14.5,13-15,51,85,65,110,260,1,253.7,260.42,256.75,46.53,2008-09-12
Kai Snodden,15,13-15,135.7,160,90,200,450,1,248.81,252.68,240.67,49.67,2021-12-11
Aleksey Burulev,14.5,13-15,78.2,100,80,145,325,6,227.17,225.14,217.15,46.37,2015-10-24
Rory Fox,14,13-15,57.41,92.5,65,65,222.5,1,194.89,197.74,193.59,37.36,2023-07-01
Stephen Blanchard,13.5,13-15,65.1,90,72.5,140,302.5,1,239.46,240.24,233.6,40.92,2012-01-01
Eric Oviedo,15,13-15,87.8,130,75,147.5,352.5,1,230.83,227.96,218.71,47.44,2024-12-07
Jan Fischer,14,13-15,74.7,150,110,160,420,7,302.09,300.11,290.03,61.36,2025-05-31
Anderson Hendrickson,14.5,13-15,72.85,175,92.5,182.5,450,2,329,327.35,316.69,66.6,2022-10-08
Michal Volenik,14.5,13-15,58,95,57.5,100,252.5,2,219.24,222.24,217.44,37.26,2002-02-16
Zamin Nasirov,14.5,13-15,66,95,85,140,320,6,250.73,251.26,244.15,42.86,2012-11-08
Neider Yesid Ponton,13.5,13-15,34.6,40,25,70,135,1,171.6,180.28,178.79,NA,2024-04-04
Andrey Kurakov,14.5,13-15,56.8,160,97.5,165,422.5,4,373.5,379.36,371.63,63.38,2022-11-12
Jad Fadel,15,13-15,90.95,149.69,86.18,176.9,412.77,1,265.5,262.12,251.1,45.29,2008-05-17
Redd Hall,12.5,13-15,60.95,50,37.5,70,157.5,1,131.25,132.43,129.21,25.61,2023-02-11
Trenard Powell,15,13-15,58.25,142.5,87.5,170,400,4,346.05,350.64,342.98,58.82,2008-04-04
Milo Shurley,14.5,13-15,66.2,135,70,160,365,9,285.35,285.89,277.76,56.81,2025-03-20
Aaron Lomastro,13.5,13-15,103.3,115,62.5,135,312.5,4,189.73,187.83,179.35,38.88,2019-07-13
Lochlann Barbera,12.5,13-15,39,60,25,87.5,172.5,1,219.27,230.36,228.45,35.65,2018-12-08
José Antonio Álvarez Hernández,14.5,13-15,64.24,130,77.5,160,367.5,2,293.86,295.14,287.17,58.11,2018-10-05
Lucas Reiten,14,13-15,52.1,42.5,40,87.5,170,1,162.53,166.48,163.94,30.07,2024-11-02
Jackson Szili,15,13-15,100.9,102.5,80,160,342.5,1,210,207.71,198.36,43.08,2022-03-13
Antonio Santos,14.5,13-15,78.05,147.5,112.5,185,445,1,311.42,308.66,297.73,63.56,2024-12-07
Andrey Yakovlev,12.5,13-15,36.5,20,25,42.5,87.5,5,111.22,116.85,115.88,18.73,2019-11-17
Batyr Muslimov,13.5,13-15,51.4,90,55,125,270,1,261.48,268.2,264.31,48.11,2019-05-16
Jayden Calloway,15,13-15,82.05,165,92.5,215,472.5,4,321.06,317.57,305.64,65.79,2018-05-19
Oleksandr Egoshin,14,13-15,62.47,102.5,62.5,125,290,11,236.96,238.58,232.46,46.54,2019-09-23
Brian Glasgold,13,13-15,74,140,87.5,167.5,395,7,285.84,284.13,274.69,57.99,2019-12-14
Jayden Pickard,15,13-15,69.6,132.5,75,172.5,380,1,286.58,286.02,277.26,57.6,2024-05-18
Onuki Diego,14.5,13-15,63.85,140,87.5,172.5,400,2,321.34,322.91,314.29,63.46,2022-09-06
Vitaliy Korolkov,14.5,13-15,58.8,100,75,150,325,6,278.95,282.4,276.08,47.44,1996-11-03
M. Nurzhanov,13.5,13-15,69.1,130,90,115,335,7,253.92,253.56,245.87,43.46,2016-07-04
Maarjo Üürike,14.5,13-15,59.9,80,55,115,250,2,211.3,213.54,208.55,35.98,2010-03-20
Denis Mudryy,13.5,13-15,56.25,85,57.5,110,252.5,2,225.12,228.87,224.33,42.87,2014-11-15
Konstantin Shoshin,14.5,13-15,50.65,80,57.5,110,247.5,1,243.12,249.73,246.31,44.46,2017-05-06
Farid Sofiyev,15,13-15,80.8,182.5,105,187.5,475,3,325.63,322.27,310.38,66.65,2022-05-07
Cătălin Trifan,15,13-15,80.9,115,110,140,365,1,250.04,247.45,238.31,42.79,2017-03-25
Bollepogu Mulya Teja,14.5,13-15,58.2,120,62.5,180,362.5,11,313.84,318.02,311.09,60.42,2024-06-06
N. Krasnonosov,14.5,13-15,105.1,107.5,65,107.5,280,1,168.8,167.26,159.72,28.61,2017-04-02
Danil Afanasev,13,13-15,69.1,80,52.5,90,222.5,1,168.65,168.41,163.3,33.86,2018-09-28
Ethan Probst,14.5,13-15,73.31,165,100,185,450,2,327.64,325.86,315.17,66.39,2023-09-14
Corey Finley,12.5,13-15,74.84,102.06,72.57,102.06,276.69,1,198.77,197.45,190.8,34.04,1998-03-15
Vladimir Kochoyan,14.5,13-15,58.4,100,65,150,315,4,271.92,275.46,269.4,52.41,2015-12-10
Michael Solt,15,13-15,91.56,195,115,205,515,3,330.16,325.96,312.18,67.89,2025-04-10
Damien Thorpe,15,13-15,71.3,152.5,102.5,150,405,1,300.4,299.31,289.83,60.62,2023-08-12
Sergey Lyubchenko,13.5,13-15,50,62.5,42.5,72.5,177.5,1,176.57,181.61,179.25,32.11,2018-04-21
Glenny Black,13,13-15,56.4,70,45,92.5,207.5,1,184.57,187.59,183.85,35.18,2021-01-31
Kirill Belitskiy,15,13-15,59.5,70,52.5,95,217.5,1,184.85,186.93,182.62,35.83,2017-05-06
Amedeo Conte,15,13-15,58.7,110,72.5,130,312.5,1,268.6,271.97,265.91,51.85,2019-10-25
Gannon Camlin,14,13-15,98,130,90,175,395,1,245.3,242.39,231.6,50.38,2024-05-25
Vitaliy Taran,14.5,13-15,89,180,120,195,495,6,321.89,317.83,304.75,54.95,2014-12-20
Tucker Moore,14.5,13-15,90.5,149.7,83.9,163.3,396.9,1,255.92,252.67,242.1,52.62,2017-05-06
Yuriy Omergin,14.5,13-15,49.6,70,50,120,240,4,240.65,247.72,244.6,40.33,2001-12-23
Erick Knepple,14.5,13-15,55,85,60,125,270,25,245.57,250.2,245.57,46.39,2023-03-04
Jeremiah Jewell,14.5,13-15,60.39,52.5,47.5,65,165,3,138.53,139.9,136.56,26.97,2021-07-02
Denis Rashoyants,13.5,13-15,65.1,137.5,82.5,157.5,377.5,1,298.83,299.8,291.51,51.06,2013-12-07
Luuc Dekker,14.5,13-15,75.75,137.5,85,170,392.5,9,279.81,277.76,268.27,56.93,2024-04-14
Brett King,15,13-15,66.68,100,47.5,142.5,290,3,225.51,225.81,219.31,44.96,2019-12-14
Leonardo Gorgerino,14,13-15,58.6,95,65,110,270,3,232.41,235.35,230.13,44.84,2016-11-04
Talan Pichler,15,13-15,71.2,168,110,192.5,470.5,1,349.32,348.08,337.08,70.48,2022-05-15
Artyom Viktorov,14.5,13-15,64.8,120,90,160,370,2,293.91,294.98,286.89,50.22,2017-03-04
Tony Phan,15,13-15,81.5,192.5,117.5,222.5,532.5,1,363.23,359.37,345.97,74.4,2024-06-24
Stepan Potirukho,12.5,13-15,39.55,27.5,27.5,55,110,2,139.82,146.9,145.68,22.56,2015-04-18
Kian Allee,15,13-15,98.9,130,82.5,137.5,350,1,216.47,213.96,204.4,44.45,2024-05-04
Nathan Tran #4,15,13-15,72.16,157.5,95,205,457.5,4,336.61,335.12,324.34,68.05,2025-04-10
