"","fighter_name","Height","Weight","Reach","Stance","Birthyear","SLpM","Str_Acc","SApM","Str_Def","TD_Avg","TD_Acc","TD_Def","Sub_Avg"
"1464","Joe Stevenson",67,145,70,"Orthodox",1982,2.05,44,2.44,60,2.75,44,39,2.2
"1465","Maia Stevenson",64,115,62,"Orthodox",1982,1.57,54,3.13,33,3.91,100,50,0
"1466","Darren Stewart",72,185,74,"Orthodox",1990,3.09,44,3.09,50,1.5,40,65,0.1
"1467","Kyle Stewart",72,170,76,"Orthodox",1989,1.41,35,2.42,43,1.32,20,60,0
"1468","Lazar Stojadinovic",67,145,68,"Southpaw",1989,1.82,29,1.97,59,0,0,0,0
"1469","Julija Stoliarenko",67,135,66,"",1993,2.1,34,3.87,50,0,0,66,0.5
"1470","Dustin Stoltzfus",72,185,75,"Orthodox",1991,2.48,57,3.93,48,0.78,12,62,0.8
"1471","Niklas Stolze",73,170,74,"Switch",1992,2,41,1.93,56,1,100,66,0
"1472","Ken Stone",68,135,71,"Southpaw",1982,3.85,49,2.9,48,1.24,33,60,0.6
"1473","Darko Stosic",72,205,76,"Orthodox",1992,2.61,45,4.04,58,3.42,50,83,0
"1474","Rick Story",69,170,71,"Southpaw",1984,3.8,41,2.17,62,2.53,48,63,0.9
"1475","Sam Stout",69,155,70,"Orthodox",1984,4.17,28,4.08,57,0.63,38,77,0.1
"1476","Jesse Strader",67,135,70,"Orthodox",1991,7.12,56,7.63,42,0,0,0,0
"1477","Daniel Straus",67,145,71,"",1984,4.76,43,2.99,57,0.84,15,81,1.1
"1478","Sean Strickland",73,185,76,"Orthodox",1991,5.09,38,3.77,66,1.26,60,81,0.4
"1479","Mark Striegl",68,135,70,"Southpaw",1988,3.53,42,21.18,25,0,0,0,0
"1480","Stefan Struve",83,265,84,"Orthodox",1988,3.12,47,4.04,46,0.56,46,55,1.7
"1481","Tatiana Suarez",65,115,66,"Southpaw",1990,4.82,65,1.45,48,6.47,62,100,0.6
"1482","Justin Sumter",74,185,80,"Southpaw",1989,2.68,48,7.64,34,2.87,100,0,0
"1483","George Sullivan",72,170,73,"Orthodox",1981,3.53,39,2.42,57,1.37,20,38,0.7
"1484","Daniel Swain",69,145,70,"Orthodox",1991,0.8,44,3.2,40,0,0,0,6
"1485","Cub Swanson",68,145,70,"Orthodox",1983,4.64,50,3.64,60,1.09,51,60,0.5
"1486","Kevin Syler",69,155,71,"Switch",1993,5.6,69,4.03,48,1,40,77,2
"1487","Mike Swick",73,170,77,"Orthodox",1979,2.36,37,2.29,54,1.06,50,61,0.6
"1488","Tim Sylvia",80,265,80,"Orthodox",1976,4.23,41,2.61,61,0.11,100,75,0.1
"1489","Justin Tafa",72,264,74,"Southpaw",1993,5.33,59,4.6,46,0,0,100,0
"1490","Khalid Taha",65,135,69,"Orthodox",1992,2.86,35,4.26,43,0,0,61,0.3
"1491","Mairbek Taisumov",69,155,73,"Orthodox",1988,2.98,39,3.03,64,1.34,63,88,0
"1492","Nordine Taleb",73,170,74,"Orthodox",1981,3.66,51,2.62,66,1.94,76,73,0
"1493","Akitoshi Tamura",69,135,70,"Orthodox",1980,3.73,43,1.94,78,0,0,20,1
"1494","Michinori Tanaka",65,135,67,"Orthodox",1990,1.97,37,1.99,50,2.4,38,43,0.2
"1495","Issei Tamura",65,135,63,"Orthodox",1984,1.89,53,4.58,44,0.92,25,33,0
"1496","Evan Tanner",72,185,74,"Orthodox",1971,3.05,59,2.64,56,2.55,43,25,1.3
"1497","Deividas Taurosevicius",69,145,68,"Southpaw",1977,2.13,43,1.82,59,2,28,50,0.3
"1498","Manny Tapia",65,135,67,"Orthodox",1981,2.69,21,4.74,58,0.49,40,66,0.2
"1499","Miesha Tate",66,135,66,"Orthodox",1986,1.93,41,2.71,50,2.06,31,52,1.6
"1500","Thiago Tavares",67,145,70,"Orthodox",1984,2,40,2.31,62,3.83,42,62,1.5
"1501","Paul Taylor",72,155,72,"Orthodox",1979,4.44,47,4.47,55,0.27,25,56,0.5
"1502","Brad Tavares",73,185,74,"Orthodox",1987,3.04,41,2.73,56,0.97,27,79,0
"1503","Jesse Taylor",72,170,73,"Orthodox",1983,1.94,65,0.55,38,7.28,50,100,3.1
"1504","Danielle Taylor",60,115,60,"Orthodox",1989,2.75,29,3.31,71,0.2,20,70,0.2
"1505","James Te Huna",74,185,75,"Orthodox",1981,4.04,51,2.99,62,2.75,37,58,0.2
"1506","Taneisha Tennant",67,145,70,"Orthodox",1989,5.67,55,3.4,71,0,0,100,0
"1507","Glover Teixeira",74,205,76,"Orthodox",1979,3.75,47,3.84,54,2.04,40,60,1
"1508","Daniel Teymur",65,145,69,"Orthodox",1988,3.08,46,3.93,56,0.56,18,60,0.3
"1509","David Teymur",69,155,73,"Southpaw",1989,4.69,43,3.53,55,0.94,33,77,0
"1510","Brandon Thatch",74,170,74,"Switch",1985,2.7,42,3.63,52,1.36,66,50,0.7
"1511","Elias Theodorou",73,185,75,"Orthodox",1988,4.19,42,2.39,53,1.27,28,59,0
"1512","Paulo Thiago",71,170,74,"Orthodox",1981,1.71,39,1.99,63,1.42,31,63,1.2
"1513","Nick Thompson",73,170,74,"Orthodox",1981,1.87,42,1.8,49,1.06,100,35,2.6
"1514","Josh Thomson",70,155,71,"Orthodox",1978,2.59,47,2.12,64,1.92,39,54,1.3
"1515","Stephen Thompson",72,170,75,"Orthodox",1983,4.24,43,2.8,58,0.32,45,78,0
